tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
7970000,2026-01-19T16:20:49.533439,910282,77721,559292,316390,614007,0.6580802084301616,0.7387101,0.38535403393744394,155.442,963.142,1118.584,256.322,1564.242,1820.564,100.88,531.9,632.78,0.6580802084301616,14774.202,0.0014774202,1228.014,2621.108,0.0,0.38535403393744394,77721,481571,559292,316390,7387101,0,7,457,0,2,0,5,0,5,24,0,58.834,121,468
7980000,2026-01-19T16:20:51.543805,911438,77827,560013,316785,614759,0.6580418650612371,0.7396339,0.38534295057571627,155.654,964.372,1120.026,256.654,1566.222,1822.876,100.998,532.572,633.57,0.6580418650612371,14792.678,0.0014792677999999999,1229.518,2624.348,0.0,0.38534295057571627,77827,482186,560013,316785,7396339,0,4,456,0,4,0,12,0,3,21,0,86.726,132,440
7990000,2026-01-19T16:20:53.540198,912573,77924,560708,317177,615528,0.6580818951779912,0.7405575,0.3853487224212658,155.848,965.568,1121.416,256.976,1568.17,1825.146,101.128,533.226,634.354,0.6580818951779912,14811.15,0.0014811149999999999,1231.056,2627.63,0.0,0.3853487224212658,77924,482784,560708,317177,7405575,0,6,461,0,5,1,8,0,3,16,0,117.06,174,463
8000000,2026-01-19T16:20:55.558712,913730,78018,561423,317574,616322,0.6580576778237424,0.7414764,0.3853400393327453,156.036,966.81,1122.846,257.3,1570.16,1827.46,101.262,533.886,635.148,0.6580576778237424,14829.528,0.0014829528000000001,1232.644,2630.976,0.0,0.3853400393327453,78018,483405,561423,317574,7414764,0,5,450,0,0,0,8,0,3,34,0,72.44,151,465
8010000,2026-01-19T16:20:57.628749,914884,78116,562135,317971,617100,0.6580832498053065,0.7424005,0.3853497727099663,156.232,968.038,1124.27,257.612,1572.156,1829.768,101.378,534.564,635.942,0.6580832498053065,14848.01,0.001484801,1234.2,2634.32,0.0,0.3853497727099663,78116,484019,562135,317971,7424005,0,8,454,0,0,0,8,0,4,26,0,41.34,127,315
8020000,2026-01-19T16:20:59.652125,915984,78216,562806,318351,617831,0.658098395522245,0.7433333,0.38535229700231727,156.432,969.18,1125.612,257.92,1574.048,1831.968,101.488,535.214,636.702,0.658098395522245,14866.666,0.0014866666,1235.662,2637.462,0.0,0.38535229700231727,78216,484590,562806,318351,7433333,0,2,459,0,1,0,9,1,3,25,0,44.614,124,370
8030000,2026-01-19T16:21:01.705918,917100,78311,563484,318742,618589,0.6581109409288826,0.7442564,0.38535585049921606,156.622,970.346,1126.968,258.208,1575.992,1834.2,101.584,535.9,637.484,0.6581109409288826,14885.128,0.0014885128,1237.178,2640.696,0.0,0.38535585049921606,78311,485173,563484,318742,7442564,0,7,452,0,7,0,9,0,4,21,0,68.618,103,469
8040000,2026-01-19T16:21:03.729492,918232,78406,564181,319134,619354,0.6580898219096243,0.7451865,0.38535178019621585,156.812,971.55,1128.362,258.542,1577.922,1836.464,101.73,536.538,638.268,0.6580898219096243,14903.73,0.001490373,1238.708,2643.942,0.0,0.38535178019621585,78406,485775,564181,319134,7451865,0,8,451,0,3,0,8,0,4,26,0,72.55,178,322
8050000,2026-01-19T16:21:05.723595,919343,78501,564860,319515,620104,0.658095546112798,0.74611,0.38535371881403263,157.002,972.718,1129.72,258.866,1579.82,1838.686,101.862,537.168,639.03,0.658095546112798,14922.2,0.00149222,1240.208,2647.156,0.0,0.38535371881403263,78501,486359,564860,319515,7461100,0,1,461,0,1,0,7,0,4,26,0,51.014,131,362
8060000,2026-01-19T16:21:07.719793,920497,78598,565565,319923,620884,0.6581387186880934,0.7470444,0.3853648257718581,157.196,973.934,1131.13,259.176,1581.818,1840.994,101.98,537.866,639.846,0.6581387186880934,14940.888,0.0014940888,1241.768,2650.468,0.0,0.3853648257718581,78598,486967,565565,319923,7470444,0,4,453,0,5,0,13,0,6,19,0,125.988,177,466
8070000,2026-01-19T16:21:09.712943,921662,78692,566280,320335,621691,0.6581625320917123,0.7479741,0.3853801211409715,157.384,975.176,1132.56,259.512,1583.812,1843.324,102.128,538.542,640.67,0.6581625320917123,14959.482,0.0014959482,1243.382,2653.842,0.0,0.3853801211409715,78692,487588,566280,320335,7479741,0,5,445,0,3,0,10,0,4,33,0,78.186,179,438
8080000,2026-01-19T16:21:11.711450,922799,78792,566974,320731,622453,0.65818194240336,0.7488962,0.38538620752836733,157.584,976.364,1133.948,259.836,1585.762,1845.598,102.252,539.21,641.462,0.65818194240336,14977.924,0.0014977924,1244.906,2657.106,0.0,0.38538620752836733,78792,488182,566974,320731,7488962,0,8,444,1,5,0,9,0,3,30,0,94.622,181,444
8090000,2026-01-19T16:21:13.716104,923976,78889,567691,321131,623247,0.6581650764079586,0.7498083,0.3853808989026073,157.778,977.604,1135.382,260.144,1587.808,1847.952,102.366,539.896,642.262,0.6581650764079586,14996.166,0.0014996166,1246.494,2660.532,0.0,0.3853808989026073,78889,488802,567691,321131,7498083,0,5,451,0,5,1,15,0,5,18,0,108.142,174,484
8100000,2026-01-19T16:21:15.719198,925095,78990,568381,321525,624004,0.6581783063327333,0.7507421,0.38538201876561673,157.98,978.782,1136.762,260.46,1589.73,1850.19,102.478,540.572,643.05,0.6581783063327333,15014.842,0.0015014841999999998,1248.008,2663.74,0.0,0.38538201876561673,78990,489391,568381,321525,7507421,0,4,447,0,6,0,8,0,2,33,0,71.422,114,403
8110000,2026-01-19T16:21:17.709308,926251,79087,569083,321929,624793,0.6581650791316,0.7516698,0.3853820114757452,158.174,979.992,1138.166,260.77,1591.732,1852.502,102.594,541.264,643.858,0.6581650791316,15033.396,0.0015033395999999998,1249.586,2667.104,0.0,0.3853820114757452,79087,489996,569083,321929,7516698,0,3,454,0,2,0,10,0,6,25,0,103.47,173,467
8120000,2026-01-19T16:21:19.712951,927389,79193,569784,322325,625550,0.6581648418179413,0.7525921,0.38538297298784496,158.386,981.182,1139.568,261.086,1593.692,1854.778,102.698,541.952,644.65,0.6581648418179413,15051.842,0.0015051842,1251.1,2670.352,0.0,0.38538297298784496,79193,490591,569784,322325,7525921,0,4,459,0,0,0,8,0,6,23,0,29.412,110,403
8130000,2026-01-19T16:21:21.718362,928596,79294,570534,322741,626354,0.6581163503903127,0.7535245,0.38537457317251284,158.588,982.48,1141.068,261.43,1595.762,1857.192,102.842,542.64,645.482,0.6581163503903127,15070.49,0.001507049,1252.708,2673.8,0.0,0.38537457317251284,79294,491240,570534,322741,7535245,0,2,457,0,3,0,11,0,6,21,0,90.298,173,422
8140000,2026-01-19T16:21:23.713107,929693,79387,571203,323130,627098,0.6581546927375593,0.754457,0.3853879150938731,158.774,983.632,1142.406,261.73,1597.656,1859.386,102.954,543.306,646.26,0.6581546927375593,15089.14,0.001508914,1254.196,2676.996,0.0,0.3853879150938731,79387,491816,571203,323130,7544570,0,4,459,0,5,0,14,0,4,14,0,65.522,94,456
8150000,2026-01-19T16:21:25.710137,930848,79487,571912,323529,627881,0.6581778950319024,0.7553839,0.38539680550032157,158.974,984.85,1143.824,262.056,1599.64,1861.696,103.08,543.978,647.058,0.6581778950319024,15107.678,0.0015107678,1255.762,2680.31,0.0,0.38539680550032157,79487,492425,571912,323529,7553839,0,3,450,0,4,0,12,0,3,28,0,105.564,164,462
8160000,2026-01-19T16:21:27.706539,932000,79588,572628,323930,628651,0.6581987872290267,0.7563181,0.38540050176906865,159.176,986.08,1145.256,262.388,1601.612,1864.0,103.212,544.648,647.86,0.6581987872290267,15126.362,0.0015126362,1257.302,2683.61,0.0,0.38540050176906865,79588,493040,572628,323930,7563181,0,6,452,0,3,0,7,0,7,25,0,90.394,178,454
8170000,2026-01-19T16:21:29.704131,933108,79679,573307,324317,629397,0.6581898829893652,0.757242,0.385403013076373,159.358,987.256,1146.614,262.712,1603.504,1866.216,103.354,545.28,648.634,0.6581898829893652,15144.84,0.001514484,1258.794,2686.798,0.0,0.385403013076373,79679,493628,573307,324317,7572420,0,4,458,0,7,0,14,0,3,14,0,129.154,176,482
8180000,2026-01-19T16:21:31.701529,934231,79781,573988,324709,630153,0.6582504351061456,0.7581638,0.38542019297024743,159.562,988.414,1147.976,263.026,1605.436,1868.462,103.462,545.956,649.418,0.6582504351061456,15163.276,0.0015163276,1260.306,2690.038,0.0,0.38542019297024743,79781,494207,573988,324709,7581638,0,4,462,0,10,0,10,0,2,12,0,103.294,130,480
8190000,2026-01-19T16:21:33.690327,935320,79873,574657,325095,630898,0.6582221693868946,0.7590988,0.3854200799062949,159.746,989.568,1149.314,263.338,1607.302,1870.64,103.592,546.598,650.19,0.6582221693868946,15181.976,0.0015181976,1261.796,2693.158,0.0,0.3854200799062949,79873,494784,574657,325095,7590988,0,4,448,1,5,0,9,0,2,31,0,113.896,180,383
8200000,2026-01-19T16:21:35.685629,936468,79971,575354,325498,631680,0.6582511641979456,0.7600161,0.3854288194533009,159.942,990.766,1150.708,263.65,1609.286,1872.936,103.706,547.29,650.996,0.6582511641979456,15200.322,0.0015200322,1263.36,2696.514,0.0,0.3854288194533009,79971,495383,575354,325498,7600161,0,5,454,0,3,0,8,0,6,24,0,70.014,132,456
8210000,2026-01-19T16:21:37.675408,937566,80071,576037,325876,632405,0.6582308734738093,0.7609499,0.3854261230541432,160.142,991.932,1152.074,263.958,1611.174,1875.132,103.814,547.938,651.752,0.6582308734738093,15218.998,0.0015218998,1264.81,2699.614,0.0,0.3854261230541432,80071,495966,576037,325876,7609499,0,2,453,0,4,0,6,0,6,29,0,87.366,150,453
8220000,2026-01-19T16:21:39.663286,938652,80172,576695,326262,633140,0.6582445448001012,0.7618836,0.3854330210666905,160.344,993.046,1153.39,264.248,1613.056,1877.304,103.902,548.622,652.524,0.6582445448001012,15237.672,0.0015237672,1266.28,2702.74,0.0,0.3854330210666905,80172,496523,576695,326262,7618836,0,5,447,0,1,0,8,0,3,36,0,68.838,143,461
8230000,2026-01-19T16:21:41.657461,939765,80268,577376,326654,633891,0.6582812833121123,0.7628219,0.38544026347231686,160.536,994.216,1154.752,264.552,1614.978,1879.53,104.014,549.294,653.308,0.6582812833121123,15256.438,0.0015256438000000002,1267.782,2705.958,0.0,0.38544026347231686,80268,497108,577376,326654,7628219,0,4,457,0,2,0,10,0,6,21,0,114.84,172,487
8240000,2026-01-19T16:21:43.654672,940900,80366,578077,327055,634653,0.6582748608642184,0.7637606,0.3854443614052316,160.732,995.422,1156.154,264.876,1616.924,1881.8,104.142,549.968,654.11,0.6582748608642184,15275.212,0.0015275212,1269.306,2709.21,0.0,0.3854443614052316,80366,497711,578077,327055,7637606,0,4,457,0,5,0,9,0,5,20,0,119.178,168,469
8250000,2026-01-19T16:21:45.657461,942024,80466,578774,327447,635410,0.6582919044732698,0.7646825,0.3854454185209748,160.932,996.616,1157.548,265.204,1618.844,1884.048,104.27,550.624,654.894,0.6582919044732698,15293.65,0.001529365,1270.82,2712.426,0.0,0.3854454185209748,80466,498308,578774,327447,7646825,0,7,454,0,1,0,6,0,4,28,0,25.714,97,350
8260000,2026-01-19T16:21:47.653220,943186,80562,579489,327839,636189,0.6582507783722716,0.7655869,0.3854351824879452,161.124,997.854,1158.978,265.538,1620.834,1886.372,104.412,551.266,655.678,0.6582507783722716,15311.738,0.0015311737999999999,1272.378,2715.78,0.0,0.3854351824879452,80562,498927,579489,327839,7655869,0,8,461,0,3,0,9,0,4,15,0,67.172,111,438
8270000,2026-01-19T16:21:49.646990,944301,80671,580174,328226,636925,0.6582387708682071,0.7665288,0.38543707065610505,161.342,999.006,1160.348,265.824,1622.778,1888.602,104.482,551.97,656.452,0.6582387708682071,15330.576,0.0015330576,1273.85,2718.94,0.0,0.38543707065610505,80671,499503,580174,328226,7665288,0,6,458,0,2,0,8,0,4,22,0,59.882,122,455
8280000,2026-01-19T16:21:51.659570,945475,80776,580903,328631,637699,0.6582503264241091,0.7674468,0.3854386470401494,161.552,1000.254,1161.806,266.16,1624.79,1890.95,104.606,552.656,657.262,0.6582503264241091,15348.936,0.0015348936,1275.398,2722.286,0.0,0.3854386470401494,80776,500127,580903,328631,7674468,0,7,461,0,5,0,10,0,3,14,0,66.042,115,439
8290000,2026-01-19T16:21:53.654836,946600,80878,581589,329027,638453,0.6582683715896948,0.7683838,0.38545083335677227,161.756,1001.422,1163.178,266.452,1626.748,1893.2,104.696,553.358,658.054,0.6582683715896948,15367.676,0.0015367675999999999,1276.906,2725.506,0.0,0.38545083335677227,80878,500711,581589,329027,7683838,0,5,459,0,5,0,14,0,3,14,0,135.198,176,463
8300000,2026-01-19T16:21:55.652489,947736,80979,582297,329415,639213,0.6582524256609191,0.7693086,0.38544700605270493,161.958,1002.636,1164.594,266.776,1628.696,1895.472,104.816,554.014,658.83,0.6582524256609191,15386.172,0.0015386172,1278.426,2728.76,0.0,0.38544700605270493,80979,501318,582297,329415,7693086,0,2,454,0,1,0,8,0,4,31,0,43.214,105,402
8310000,2026-01-19T16:21:57.646903,948897,81075,583009,329817,639994,0.6582199257436427,0.7702341,0.38544255120294946,162.15,1003.868,1166.018,267.104,1630.69,1897.794,104.954,554.68,659.634,0.6582199257436427,15404.682,0.0015404682,1279.988,2732.08,0.0,0.38544255120294946,81075,501934,583009,329817,7702341,0,2,459,0,5,0,9,0,5,20,0,107.406,176,471
8320000,2026-01-19T16:21:59.658063,950030,81172,583708,330213,640755,0.6582333373662751,0.771162,0.38544993498612323,162.344,1005.072,1167.416,267.424,1632.636,1900.06,105.08,555.346,660.426,0.6582333373662751,15423.24,0.001542324,1281.51,2735.338,0.0,0.38544993498612323,81172,502536,583708,330213,7711620,0,3,461,0,5,0,9,0,7,15,0,117.05,178,467
8330000,2026-01-19T16:22:01.660155,951188,81274,584420,330610,641532,0.6582031431635159,0.7720783,0.3854487106175712,162.548,1006.292,1168.84,267.75,1634.626,1902.376,105.202,556.018,661.22,0.6582031431635159,15441.566,0.0015441566,1283.064,2738.65,0.0,0.3854487106175712,81274,503146,584420,330610,7720783,0,5,457,0,6,0,11,0,3,18,0,127.504,179,437
8340000,2026-01-19T16:22:03.667874,952367,81375,585145,331026,642333,0.6582158702641158,0.7730007,0.38545388659336155,162.75,1007.54,1170.29,268.086,1636.648,1904.734,105.334,556.718,662.052,0.6582158702641158,15460.014,0.0015460014,1284.666,2742.034,0.0,0.38545388659336155,81375,503770,585145,331026,7730007,0,6,451,0,6,0,7,0,4,26,0,87.592,142,442
8350000,2026-01-19T16:22:05.656847,953507,81478,585844,331427,643097,0.6582285185120793,0.7739292,0.3854590197410091,162.956,1008.732,1171.688,268.4,1638.614,1907.014,105.442,557.412,662.854,0.6582285185120793,15478.584,0.0015478584,1286.194,2745.31,0.0,0.3854590197410091,81478,504366,585844,331427,7739292,0,5,457,0,3,0,9,0,5,21,0,56.454,114,406
8360000,2026-01-19T16:22:07.655275,954690,81577,586570,331826,643894,0.6581747475132581,0.7748421,0.3854459988421376,163.154,1009.986,1173.14,268.732,1640.648,1909.38,105.576,558.076,663.652,0.6581747475132581,15496.842,0.0015496842,1287.788,2748.732,0.0,0.3854459988421376,81577,504993,586570,331826,7748421,0,5,461,0,1,0,10,0,6,17,0,83.616,131,475
8370000,2026-01-19T16:22:09.644483,955818,81678,587262,332212,644655,0.6581908025258905,0.7757625,0.38544724435744204,163.356,1011.168,1174.524,269.046,1642.59,1911.636,105.688,558.736,664.424,0.6581908025258905,15515.25,0.001551525,1289.31,2751.954,0.0,0.38544724435744204,81678,505584,587262,332212,7757625,0,2,457,0,0,0,6,0,2,33,0,26.008,107,245
8380000,2026-01-19T16:22:11.636709,956959,81781,587966,332612,645410,0.6582010076638652,0.7767054,0.38545111337510923,163.562,1012.37,1175.932,269.366,1644.552,1913.918,105.804,559.42,665.224,0.6582010076638652,15534.108,0.0015534108,1290.82,2755.176,0.0,0.38545111337510923,81781,506185,587966,332612,7767054,0,8,449,0,5,0,7,0,3,28,0,104.068,179,402
8390000,2026-01-19T16:22:13.622501,958067,81875,588645,333003,646162,0.6581898806231196,0.7776361,0.38545392540585294,163.75,1013.54,1177.29,269.684,1646.45,1916.134,105.932,560.074,666.006,0.6581898806231196,15552.722,0.0015552722000000002,1292.324,2758.398,0.0,0.38545392540585294,81875,506770,588645,333003,7776361,0,4,459,0,1,0,8,0,4,24,0,94.894,161,438
8400000,2026-01-19T16:22:15.614458,959198,81971,589326,333398,646924,0.6582276092023158,0.7785555,0.38546751096814647,163.942,1014.71,1178.652,270.006,1648.39,1918.396,106.062,560.734,666.796,0.6582276092023158,15571.11,0.001557111,1293.848,2761.654,0.0,0.38546751096814647,81971,507355,589326,333398,7785555,0,4,462,0,5,0,9,0,6,14,0,117.472,161,484
8410000,2026-01-19T16:22:17.605466,960374,82064,590057,333810,647721,0.6582435945992174,0.7794885,0.38546781332311436,164.128,1015.986,1180.114,270.358,1650.39,1920.748,106.228,561.392,667.62,0.6582435945992174,15589.77,0.001558977,1295.442,2765.038,0.0,0.38546781332311436,82064,507993,590057,333810,7794885,0,2,458,0,6,0,10,0,6,18,0,94.946,123,471
8420000,2026-01-19T16:22:19.606396,961491,82159,590738,334206,648485,0.6582259976010626,0.7804246,0.38546522963746044,164.318,1017.158,1181.476,270.668,1652.314,1922.982,106.35,562.062,668.412,0.6582259976010626,15608.492,0.0015608492,1296.97,2768.27,0.0,0.38546522963746044,82159,508579,590738,334206,7804246,0,8,450,0,5,0,12,1,4,20,0,81.004,123,465
8430000,2026-01-19T16:22:21.592505,962596,82253,591418,334594,649247,0.6582494216472365,0.7813512,0.38547059277408213,164.506,1018.33,1182.836,270.96,1654.232,1925.192,106.452,562.736,669.188,0.6582494216472365,15627.024,0.0015627024000000002,1298.494,2771.524,0.0,0.38547059277408213,82253,509165,591418,334594,7813512,0,4,463,0,0,0,7,0,2,24,0,30.462,86,326
8440000,2026-01-19T16:22:23.588987,963737,82351,592114,334995,650007,0.6582621947145777,0.7822843,0.38547470623372915,164.702,1019.526,1184.228,271.268,1656.206,1927.474,106.566,563.424,669.99,0.6582621947145777,15645.686,0.0015645686000000001,1300.014,2774.786,0.0,0.38547470623372915,82351,509763,592114,334995,7822843,0,5,459,0,6,1,15,0,5,9,0,127.966,174,477
8450000,2026-01-19T16:22:25.576667,964886,82447,592823,335401,650793,0.6582794462860333,0.7832106,0.38548229539782547,164.894,1020.752,1185.646,271.598,1658.174,1929.772,106.702,564.1,670.802,0.6582794462860333,15664.212,0.0015664212,1301.586,2778.11,0.0,0.38548229539782547,82447,510376,592823,335401,7832106,0,5,455,0,1,0,12,0,7,20,0,37.496,128,321
8460000,2026-01-19T16:22:27.562851,966005,82549,593510,335791,651545,0.6583100652857268,0.7841454,0.3854853505048276,165.098,1021.922,1187.02,271.914,1660.096,1932.01,106.814,564.768,671.582,0.6583100652857268,15682.908,0.0015682908,1303.09,2781.316,0.0,0.3854853505048276,82549,510961,593510,335791,7841454,0,4,456,0,3,0,8,0,3,26,0,47.778,157,305
8470000,2026-01-19T16:22:29.551579,967147,82648,594199,336191,652321,0.6583463738110042,0.7850631,0.3855024953895177,165.296,1023.102,1188.398,272.226,1662.068,1934.294,106.928,565.454,672.382,0.6583463738110042,15701.262,0.0015701262,1304.642,2784.618,0.0,0.3855024953895177,82648,511551,594199,336191,7850631,0,4,460,0,2,0,10,0,3,21,0,53.594,95,381
8480000,2026-01-19T16:22:31.543065,968290,82744,594901,336594,653086,0.658381996916384,0.7860058,0.38551169687996184,165.488,1024.314,1189.802,272.554,1664.026,1936.58,107.066,566.122,673.188,0.658381996916384,15720.116,0.0015720115999999999,1306.172,2787.876,0.0,0.38551169687996184,82744,512157,594901,336594,7860058,0,6,447,1,11,0,11,0,3,21,0,135.48,181,439
8490000,2026-01-19T16:22:33.532715,969424,82837,595598,336990,653866,0.6583864928887623,0.7869219,0.3855141508476275,165.674,1025.522,1191.196,272.88,1665.968,1938.848,107.204,566.776,673.98,0.6583864928887623,15738.438,0.0015738438,1307.732,2791.218,0.0,0.3855141508476275,82837,512761,595598,336990,7869219,0,0,471,0,3,0,8,0,5,13,0,59.824,98,473
8500000,2026-01-19T16:22:35.517418,970522,82939,596275,337377,654596,0.6583913973213058,0.7878603,0.3855177863296317,165.878,1026.672,1192.55,273.192,1667.852,1941.044,107.312,567.442,674.754,0.6583913973213058,15757.206,0.0015757205999999998,1309.192,2794.334,0.0,0.3855177863296317,82939,513336,596275,337377,7878603,0,3,465,0,0,0,8,0,6,18,0,37.852,107,405
8510000,2026-01-19T16:22:37.507377,971657,83037,596963,337772,655365,0.6584098119839406,0.7887855,0.38551615023677427,166.074,1027.852,1193.926,273.518,1669.796,1943.314,107.442,568.102,675.544,0.6584098119839406,15775.71,0.001577571,1310.73,2797.584,0.0,0.38551615023677427,83037,513926,596963,337772,7887855,0,6,458,0,0,0,6,0,4,26,0,54.702,101,387
8520000,2026-01-19T16:22:39.495355,972807,83136,597670,338180,656139,0.6584280270160963,0.789725,0.3855210845511069,166.272,1029.068,1195.34,273.836,1671.778,1945.614,107.564,568.796,676.36,0.6584280270160963,15794.5,0.00157945,1312.278,2800.886,0.0,0.3855210845511069,83136,514534,597670,338180,7897250,0,3,451,0,4,0,8,1,5,28,0,63.01,123,358
8530000,2026-01-19T16:22:41.484729,973925,83230,598362,338568,656895,0.6584282758542614,0.7906604,0.38552261880114375,166.46,1030.264,1196.724,274.144,1673.706,1947.85,107.684,569.452,677.136,0.6584282758542614,15813.208,0.0015813208,1313.79,2804.116,0.0,0.38552261880114375,83230,515132,598362,338568,7906604,0,4,459,0,4,0,9,0,4,20,0,121.728,180,468
8540000,2026-01-19T16:22:43.474954,975080,83324,599072,338968,657682,0.6584273712174598,0.791584,0.3855204170602655,166.648,1031.496,1198.144,274.466,1675.694,1950.16,107.818,570.118,677.936,0.6584273712174598,15831.68,0.0015831679999999998,1315.364,2807.484,0.0,0.3855204170602655,83324,515748,599072,338968,7915840,0,7,451,0,2,0,9,0,5,26,0,68.614,135,474
8550000,2026-01-19T16:22:45.473757,976186,83422,599751,339354,658424,0.6584194414349908,0.7925195,0.38552344779137215,166.844,1032.658,1199.502,274.766,1677.606,1952.372,107.922,570.786,678.708,0.6584194414349908,15850.39,0.0015850390000000001,1316.848,2810.678,0.0,0.38552344779137215,83422,516329,599751,339354,7925195,0,5,457,0,4,0,8,0,4,22,0,97.202,177,387
8560000,2026-01-19T16:22:47.461615,977329,83522,600452,339744,659195,0.6584270477638969,0.7934423,0.38552442122708375,167.044,1033.86,1200.904,275.068,1679.59,1954.658,108.024,571.464,679.488,0.6584270477638969,15868.846,0.0015868846,1318.39,2813.978,0.0,0.38552442122708375,83522,516930,600452,339744,7934423,0,3,455,0,2,0,7,0,3,30,0,29.644,120,324
8570000,2026-01-19T16:22:49.445692,978446,83616,601134,340141,659946,0.6584502469904789,0.7943812,0.38553345544275175,167.232,1035.036,1202.268,275.4,1681.492,1956.892,108.168,572.114,680.282,0.6584502469904789,15887.624,0.0015887624,1319.892,2817.176,0.0,0.38553345544275175,83616,517518,601134,340141,7943812,0,3,457,0,7,0,7,0,3,23,0,112.288,179,405
8580000,2026-01-19T16:22:51.434431,979601,83716,601835,340547,660733,0.6584969820566049,0.7953006,0.3855480951080071,167.432,1036.238,1203.67,275.718,1683.484,1959.202,108.286,572.808,681.094,0.6584969820566049,15906.012,0.0015906012000000001,1321.466,2820.516,0.0,0.3855480951080071,83716,518119,601835,340547,7953006,1,2,449,0,1,0,7,0,6,34,0,57.512,121,433
8590000,2026-01-19T16:22:53.418946,980708,83813,602512,340935,661474,0.6585300133670958,0.7962389,0.38555669510365653,167.626,1037.398,1205.024,276.028,1685.388,1961.416,108.4,573.47,681.87,0.6585300133670958,15924.778,0.0015924778,1322.948,2823.682,0.0,0.38555669510365653,83813,518699,602512,340935,7962389,0,5,447,0,3,0,11,0,6,28,0,94.838,166,466
8600000,2026-01-19T16:22:55.400515,981820,83905,603188,341336,662239,0.6586119307403506,0.7971769,0.38557938162577154,167.81,1038.566,1206.376,276.33,1687.31,1963.64,108.52,574.152,682.672,0.6586119307403506,15943.538,0.0015943538,1324.478,2826.956,0.0,0.38557938162577154,83905,519283,603188,341336,7971769,0,3,460,0,7,1,11,0,3,15,0,84.772,174,463
8610000,2026-01-19T16:22:57.382771,982925,83998,603867,341725,662989,0.6586067482755273,0.7981089,0.38557892014161027,167.996,1039.738,1207.734,276.642,1689.208,1965.85,108.644,574.806,683.45,0.6586067482755273,15962.178,0.0015962178,1325.978,2830.148,0.0,0.38557892014161027,83998,519869,603867,341725,7981089,0,6,454,0,9,0,9,0,3,19,0,122.63,162,470
8620000,2026-01-19T16:22:59.368103,984042,84094,604562,342114,663745,0.6585893177427247,0.7990453,0.38557459939096755,168.188,1040.936,1209.124,276.968,1691.116,1968.084,108.778,575.45,684.228,0.6585893177427247,15980.906,0.0015980906,1327.49,2833.362,0.0,0.38557459939096755,84094,520468,604562,342114,7990453,0,4,454,0,0,0,7,0,4,31,0,74.4,159,429
8630000,2026-01-19T16:23:01.363881,985212,84195,605284,342522,664522,0.6585899997360122,0.7999774,0.3855716620265674,168.39,1042.178,1210.568,277.306,1693.118,1970.424,108.916,576.128,685.044,0.6585899997360122,15999.548,0.0015999547999999998,1329.044,2836.692,0.0,0.3855716620265674,84195,521089,605284,342522,7999774,1,3,451,0,6,0,8,0,4,27,0,80.436,124,411
8640000,2026-01-19T16:23:03.353873,986333,84297,605980,342907,665274,0.658570482385085,0.8009024,0.38556400502874266,168.594,1043.366,1211.96,277.62,1695.046,1972.666,109.024,576.79,685.814,0.658570482385085,16018.048,0.0016018048000000001,1330.548,2839.906,0.0,0.38556400502874266,84297,521683,605980,342907,8009024,0,6,455,0,0,0,6,0,6,27,0,40.252,137,345
8650000,2026-01-19T16:23:05.346660,987478,84394,606695,343302,666034,0.6585072134249272,0.8018316,0.38554320080176346,168.788,1044.602,1213.39,277.966,1696.99,1974.956,109.176,577.428,686.604,0.6585072134249272,16036.632,0.0016036632,1332.068,2843.14,0.0,0.38554320080176346,84394,522301,606695,343302,8018316,0,6,456,0,1,0,9,0,3,25,0,77.228,139,446
8660000,2026-01-19T16:23:07.338105,988621,84489,607388,343699,666808,0.6584970301735316,0.8027475,0.3855398906772733,168.978,1045.798,1214.776,278.278,1698.964,1977.242,109.298,578.1,687.398,0.6584970301735316,16054.95,0.001605495,1333.616,2846.45,0.0,0.3855398906772733,84489,522899,607388,343699,8027475,0,5,456,0,5,0,14,0,4,16,0,99.696,148,453
