tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav,cluster_0_send_probability,cluster_0_n_nodes,cluster_0_avg_packet_sent,cluster_0_avg_packet_loss,cluster_0_avg_packet_loss_pct,cluster_0_total_throughput,cluster_0_avg_throughput_per_node,cluster_0_avg_timeout_retry,cluster_0_avg_cw_enters,cluster_0_avg_cw_increase,cluster_0_cw_increase_ratio,cluster_1_send_probability,cluster_1_n_nodes,cluster_1_avg_packet_sent,cluster_1_avg_packet_loss,cluster_1_avg_packet_loss_pct,cluster_1_total_throughput,cluster_1_avg_throughput_per_node,cluster_1_avg_timeout_retry,cluster_1_avg_cw_enters,cluster_1_avg_cw_increase,cluster_1_cw_increase_ratio,cluster_2_send_probability,cluster_2_n_nodes,cluster_2_avg_packet_sent,cluster_2_avg_packet_loss,cluster_2_avg_packet_loss_pct,cluster_2_total_throughput,cluster_2_avg_throughput_per_node,cluster_2_avg_timeout_retry,cluster_2_avg_cw_enters,cluster_2_avg_cw_increase,cluster_2_cw_increase_ratio,cluster_throughput_variance,cluster_throughput_max_min_ratio,jain_fairness_index
63240000,2026-01-18T13:35:07.094649,3387703,686303,2889259,459980,778913,0.16245964084356856,0.52716728,0.3147546117745535,6863.03,22029.56,28892.59,7586.76,26290.27,33877.03,723.72,3876.08,4599.8,0.16245964084356856,527167.28,0.0052716728,7789.13,26875.05,0.0,0.3147546117745535,686303,2202956,2889259,459980,52716728,0,2,92,0,0,0,2,0,2,2,0,101.62,125,98,N/A,34,31444.29411764706,4876.941176470588,0.15915404183019896,20663019,607735.8529411765,8540.882352941177,29238.382352941175,0.0,0.0,N/A,33,24763.151515151516,4247.484848484848,0.17169322353188968,12546918,380209.63636363635,6501.0,23008.333333333332,0.0,0.0,N/A,33,30393.0,4666.575757575758,0.1566318268356889,19506791,591114.8787878788,8302.727272727272,28306.81818181818,0.0,0.0,12849754534034.889,1.6468601293162193,0.9600484531069697
63250000,2026-01-18T13:35:07.465883,3388232,686408,2889705,460054,779044,0.16246152255262825,0.52724736,0.3147894780459703,6864.08,22032.97,28897.05,7587.89,26294.43,33882.32,723.81,3876.73,4600.54,0.16246152255262825,527247.36,0.005272473600000001,7790.44,26879.36,0.0,0.3147894780459703,686408,2203297,2889705,460054,52724736,1,1,88,0,2,0,2,0,1,5,0,87.58,122,77,N/A,34,31449.441176470587,4877.588235294118,0.15914945821843873,20666591,607840.9117647059,8541.941176470587,29242.647058823528,0.0,0.0,N/A,33,24766.939393939392,4248.212121212121,0.17169682403760314,12548746,380265.0303030303,6502.30303030303,23012.363636363636,0.0,0.0,N/A,33,30397.424242424244,4667.424242424242,0.15663865098772733,19509399,591193.9090909091,8304.30303030303,28311.454545454544,0.0,0.0,12854354550588.666,1.6469048779854178,0.9600463768261005
63260000,2026-01-18T13:35:07.834816,3388799,686521,2890189,460133,779178,0.16246305146429882,0.52733122,0.31482681757846737,6865.21,22036.68,28901.89,7589.18,26298.81,33887.99,723.97,3877.36,4601.33,0.16246305146429882,527331.22,0.0052733122,7791.78,26883.88,0.0,0.31482681757846737,686521,2203668,2890189,460133,52733122,0,2,95,0,1,0,1,0,1,0,0,66.41,176,95,N/A,34,31455.470588235294,4878.0,0.1591330832152309,20670332,607950.9411764706,8542.823529411764,29246.941176470587,0.0,0.0,N/A,33,24771.030303030304,4249.121212121212,0.1717054797581342,12550967,380332.3333333333,6503.606060606061,23016.575757575756,0.0,0.0,N/A,33,30401.78787878788,4668.484848484848,0.1566514995482911,19511823,591267.3636363636,8306.151515151516,28316.515151515152,0.0,0.0,12857749706560.22,1.6469115088901118,0.9600484476705639
63270000,2026-01-18T13:35:08.204370,3389340,686630,2890654,460205,779297,0.16246248003630803,0.52741396,0.3148604395757386,6866.3,22040.24,28906.54,7590.43,26302.97,33893.4,724.12,3877.93,4602.05,0.16246248003630803,527413.96,0.0052741396,7792.97,26888.09,0.0,0.3148604395757386,686630,2204024,2890654,460205,52741396,0,1,89,0,0,0,2,0,3,5,0,97.19,140,92,N/A,34,31460.176470588234,4878.823529411765,0.1591363652981197,20673505,608044.2647058824,8544.20588235294,29251.441176470587,0.0,0.0,N/A,33,24775.242424242424,4249.69696969697,0.17169990697441595,12553104,380397.0909090909,6504.69696969697,23020.484848484848,0.0,0.0,N/A,33,30406.81818181818,4669.242424242424,0.15665195919209116,19514787,591357.1818181818,8307.242424242424,28320.727272727272,0.0,0.0,12860952221868.22,1.6468839101468449,0.9600509307344257
63280000,2026-01-18T13:35:08.571138,3389869,686740,2891106,460278,779413,0.16246274302333444,0.52749856,0.314894459189364,6867.4,22043.66,28911.06,7591.62,26307.07,33898.69,724.21,3878.57,4602.78,0.16246274302333444,527498.56,0.0052749856,7794.13,26892.2,0.0,0.314894459189364,686740,2204366,2891106,460278,52749856,0,2,92,0,0,0,3,0,1,2,0,117.39,169,97,N/A,34,31465.264705882353,4879.558823529412,0.1591356186610712,20676897,608144.0294117647,8545.441176470587,29255.852941176472,0.0,0.0,N/A,33,24779.18181818182,4250.212121212121,0.17169320465186902,12555349,380465.1212121212,6505.484848484848,23023.696969696968,0.0,0.0,N/A,33,30411.333333333332,4670.181818181818,0.15666022770743468,19517610,591442.7272727273,8308.69696969697,28325.424242424244,0.0,0.0,12864062944088.225,1.6468595974512537,0.9600539582498983
63290000,2026-01-18T13:35:08.938767,3390393,686849,2891555,460347,779522,0.1624630827230927,0.52758392,0.31492687546930864,6868.49,22047.06,28915.55,7592.82,26311.11,33903.93,724.33,3879.14,4603.47,0.1624630827230927,527583.92,0.0052758392,7795.22,26896.16,0.0,0.31492687546930864,686849,2204706,2891555,460347,52758392,0,2,91,0,3,0,2,0,1,1,0,66.2,176,39,N/A,34,31469.91176470588,4880.205882352941,0.15913459305255837,20680023,608235.9705882353,8546.5,29259.91176470588,0.0,0.0,N/A,33,24782.848484848484,4251.030303030303,0.17170067291007537,12557124,380518.9090909091,6506.666666666667,23027.424242424244,0.0,0.0,N/A,33,30416.484848484848,4670.787878787879,0.15665484552999387,19521245,591552.8787878788,8309.727272727272,28329.515151515152,0.0,0.0,12869248435569.555,1.6468757495745046,0.9600509129934526
63300000,2026-01-18T13:35:09.306908,3390911,686956,2891998,460415,779641,0.16246176175464544,0.52766711,0.31495883703306915,6869.56,22050.42,28919.98,7593.96,26315.15,33909.11,724.39,3879.76,4604.15,0.16246176175464544,527667.11,0.0052766711,7796.41,26900.27,0.0,0.31495883703306915,686956,2205042,2891998,460415,52766711,0,4,91,0,0,0,2,0,1,2,0,76.36,133,74,N/A,34,31474.176470588234,4880.823529411765,0.1591325384310045,20683054,608325.1176470588,8547.70588235294,29263.91176470588,0.0,0.0,N/A,33,24786.909090909092,4251.787878787879,0.17170249928028122,12558922,380573.3939393939,6507.818181818182,23031.39393939394,0.0,0.0,N/A,33,30421.454545454544,4671.454545454545,0.15665113310791243,19524735,591658.6363636364,8310.939393939394,28333.878787878788,0.0,0.0,12873974934461.555,1.646881316724477,0.9600489237188006
63310000,2026-01-18T13:35:09.675339,3391448,687063,2892448,460492,779771,0.1624647399662145,0.52775132,0.31499484928975924,6870.63,22053.85,28924.48,7595.14,26319.34,33914.48,724.5,3880.42,4604.92,0.1624647399662145,527751.32,0.0052775132,7797.71,26904.62,0.0,0.31499484928975924,687063,2205385,2892448,460492,52775132,0,2,89,0,1,0,4,0,2,2,0,145.78,172,98,N/A,34,31479.70588235294,4881.617647058823,0.15913197733853401,20686879,608437.6176470588,8549.029411764706,29268.735294117647,0.0,0.0,N/A,33,24790.151515151516,4252.393939393939,0.1717049206185858,12560597,380624.1515151515,6508.909090909091,23034.81818181818,0.0,0.0,N/A,33,30426.151515151516,4672.363636363636,0.15665831474842304,19527656,591747.1515151515,8312.424242424242,28338.666666666668,0.0,0.0,12880018690748.225,1.6469662230226796,0.9600431627030338
63320000,2026-01-18T13:35:10.048552,3391970,687170,2892899,460561,779887,0.1624635357626334,0.52783474,0.3150272693439111,6871.7,22057.29,28928.99,7596.33,26323.37,33919.7,724.63,3880.98,4605.61,0.1624635357626334,527834.74,0.005278347399999999,7798.87,26908.7,0.0,0.3150272693439111,687170,2205729,2892899,460561,52783474,1,1,92,0,1,0,2,0,0,3,0,25.38,101,96,N/A,34,31484.70588235294,4882.411764705882,0.15913181926443962,20690061,608531.2058823529,8550.441176470587,29273.441176470587,0.0,0.0,N/A,33,24793.848484848484,4253.0,0.17170389450483925,12562642,380686.1212121212,6509.909090909091,23038.21212121212,0.0,0.0,N/A,33,30430.969696969696,4673.030303030303,0.15665585462462717,19530771,591841.5454545454,8313.484848484848,28342.78787878788,0.0,0.0,12883746074033.555,1.6469514135641212,0.9600441891324617
63330000,2026-01-18T13:35:10.421598,3392501,687282,2893359,460629,779996,0.16246198825330585,0.52791962,0.31505899649874136,6872.82,22060.77,28933.59,7597.55,26327.46,33925.01,724.72,3881.57,4606.29,0.16246198825330585,527919.62,0.0052791962,7799.96,26912.72,0.0,0.31505899649874136,687282,2206077,2893359,460629,52791962,0,2,93,0,0,0,2,0,1,2,0,98.16,129,96,N/A,34,31489.735294117647,4883.0,0.1591260118575555,20693482,608631.8235294118,8551.588235294117,29277.764705882353,0.0,0.0,N/A,33,24797.757575757576,4253.727272727273,0.171706061001132,12564676,380747.75757575757,6510.787878787879,23041.666666666668,0.0,0.0,N/A,33,30435.81818181818,4673.757575757576,0.1566549820950406,19533804,591933.4545454546,8314.727272727272,28347.060606060608,0.0,0.0,12887898347744.889,1.6469570723510896,0.9600441643568514
63340000,2026-01-18T13:35:10.788797,3393031,687395,2893811,460703,780108,0.1624633678979291,0.52800595,0.3150934850373957,6873.95,22064.16,28938.11,7598.74,26331.57,33930.31,724.79,3882.24,4607.03,0.1624633678979291,528005.95,0.005280059500000001,7801.08,26916.76,0.0,0.3150934850373957,687395,2206416,2893811,460703,52800595,1,1,91,0,0,0,2,0,2,3,0,82.07,121,84,N/A,34,31495.176470588234,4883.882352941177,0.15912936665841396,20697089,608737.9117647059,8552.85294117647,29282.441176470587,0.0,0.0,N/A,33,24801.030303030304,4254.393939393939,0.1717100337609177,12566718,380809.63636363635,6511.818181818182,23045.030303030304,0.0,0.0,N/A,33,30440.636363636364,4674.424242424242,0.156651733615047,19536788,592023.8787878788,8315.787878787878,28351.121212121212,0.0,0.0,12892345201460.225,1.646976481846732,0.9600434757663877
63350000,2026-01-18T13:35:11.158799,3393598,687505,2894286,460783,780252,0.1624646255634237,0.52808844,0.3151306553172566,6875.05,22067.81,28942.86,7599.96,26336.02,33935.98,724.91,3882.92,4607.83,0.1624646255634237,528088.44,0.0052808844,7802.52,26921.49,0.0,0.3151306553172566,687505,2206781,2894286,460783,52808844,0,1,92,0,2,0,2,0,0,3,0,28.41,101,96,N/A,34,31500.20588235294,4884.735294117647,0.1591314476110429,20700319,608832.9117647059,8554.411764705883,29287.647058823528,0.0,0.0,N/A,33,24805.545454545456,4255.151515151515,0.17170967170091855,12568779,380872.0909090909,6512.969696969697,23049.18181818182,0.0,0.0,N/A,33,30445.333333333332,4675.212121212121,0.15665376277080603,19539746,592113.5151515151,8317.39393939394,28355.939393939392,0.0,0.0,12895917041668.666,1.6469634003430245,0.9600448345064007
63360000,2026-01-18T13:35:11.528413,3394170,687611,2894767,460865,780402,0.1624669944802412,0.52816875,0.31516899797670533,6876.11,22071.56,28947.67,7601.22,26340.48,33941.7,725.11,3883.54,4608.65,0.1624669944802412,528168.75,0.0052816875,7804.02,26926.36,0.0,0.31516899797670533,687611,2207156,2894767,460865,52816875,0,3,90,0,3,0,2,0,1,1,0,77.89,179,46,N/A,34,31505.823529411766,4885.588235294118,0.15913128500494614,20703287,608920.2058823529,8556.117647058823,29293.176470588234,0.0,0.0,N/A,33,24809.303030303032,4256.060606060606,0.17171997090507002,12570842,380934.6060606061,6514.30303030303,23053.39393939394,0.0,0.0,N/A,33,30450.363636363636,4675.909090909091,0.15665080963601943,19542746,592204.4242424242,8318.848484848484,28360.78787878788,0.0,0.0,12898995830658.0,1.6469292192201603,0.9600473437679614
63370000,2026-01-18T13:35:11.896988,3394690,687721,2895214,460935,780514,0.162466927110551,0.52825338,0.3152018670696028,6877.21,22074.93,28952.14,7602.4,26344.5,33946.9,725.18,3884.17,4609.35,0.162466927110551,528253.38,0.0052825338,7805.14,26930.35,0.0,0.3152018670696028,687721,2207493,2895214,460935,52825338,0,2,92,0,0,0,1,0,2,3,0,95.9,126,89,N/A,34,31510.764705882353,4886.323529411765,0.15913164092926818,20706773,609022.7352941176,8557.29411764706,29297.529411764706,0.0,0.0,N/A,33,24813.636363636364,4256.727272727273,0.17171693793614837,12573207,381006.2727272727,6515.242424242424,23056.939393939392,0.0,0.0,N/A,33,30454.484848484848,4676.606060606061,0.1566532717444572,19545358,592283.5757575758,8320.09090909091,28364.848484848484,0.0,0.0,12901630027264.666,1.6468966907170144,0.9600518022262685
63380000,2026-01-18T13:35:12.263983,3395220,687827,2895660,461015,780641,0.16246947597774372,0.52833672,0.3152390240892027,6878.27,22078.33,28956.6,7603.55,26348.65,33952.2,725.27,3884.88,4610.15,0.16246947597774372,528336.72,0.0052833672,7806.41,26934.6,0.0,0.3152390240892027,687827,2207833,2895660,461015,52833672,0,2,87,0,2,0,5,0,1,3,0,116.56,151,94,N/A,34,31515.264705882353,4887.35294117647,0.15914192636704266,20709893,609114.5,8558.85294117647,29302.117647058825,0.0,0.0,N/A,33,24817.515151515152,4257.363636363636,0.17171616757340646,12575088,381063.2727272727,6516.333333333333,23060.636363636364,0.0,0.0,N/A,33,30459.484848484848,4677.333333333333,0.15665116882947,19548691,592384.5757575758,8321.242424242424,28369.303030303032,0.0,0.0,12906064586048.666,1.6468984551042505,0.9600507223544569
63390000,2026-01-18T13:35:12.630553,3395752,687933,2896105,461096,780777,0.16247317625551438,0.52842171,0.3152769380409265,6879.33,22081.72,28961.05,7604.73,26352.79,33957.52,725.4,3885.56,4610.96,0.16247317625551438,528421.71,0.0052842171,7807.77,26938.98,0.0,0.3152769380409265,687933,2208172,2896105,461096,52842171,0,3,89,0,2,0,4,0,1,1,0,171.27,178,98,N/A,34,31519.79411764706,4888.235294117647,0.15914827626474323,20713143,609210.0882352941,8560.235294117647,29306.529411764706,0.0,0.0,N/A,33,24821.575757575756,4258.212121212121,0.17172206642430726,12576931,381119.1212121212,6517.606060606061,23064.757575757576,0.0,0.0,N/A,33,30464.242424242424,4678.030303030303,0.1566499406226675,19552097,592487.7878787878,8322.666666666666,28373.909090909092,0.0,0.0,12910990472290.666,1.6469155313009192,0.9600484249792325
63400000,2026-01-18T13:35:12.996529,3396257,688036,2896535,461164,780894,0.1624722614877738,0.52850474,0.3153087614180511,6880.36,22084.99,28965.35,7605.87,26356.7,33962.57,725.5,3886.14,4611.64,0.1624722614877738,528504.74,0.0052850474,7808.94,26943.0,0.0,0.3153087614180511,688036,2208499,2896535,461164,52850474,0,3,91,0,0,0,2,0,2,2,0,106.59,122,97,N/A,34,31524.764705882353,4888.85294117647,0.15914221960787703,20716429,609306.7352941176,8561.441176470587,29311.029411764706,0.0,0.0,N/A,33,24825.39393939394,4258.939393939394,0.17172437972925284,12579021,381182.45454545453,6518.515151515152,23068.060606060608,0.0,0.0,N/A,33,30468.333333333332,4678.727272727273,0.15665109548618839,19555024,592576.4848484849,8324.060606060606,28378.151515151516,0.0,0.0,12914543154277.555,1.6469031254499058,0.9600499247452295
63410000,2026-01-18T13:35:13.365993,3396778,688144,2896985,461231,781000,0.16247078873797513,0.52859077,0.31534000524660394,6881.44,22088.41,28969.85,7607.1,26360.68,33967.78,725.66,3886.65,4612.31,0.16247078873797513,528590.77,0.0052859077,7810.0,26946.89,0.0,0.31534000524660394,688144,2208841,2896985,461231,52859077,0,3,90,1,1,0,1,0,2,2,0,126.36,180,94,N/A,34,31530.08823529412,4889.705882352941,0.15914368382473248,20719776,609405.1764705882,8562.85294117647,29315.70588235294,0.0,0.0,N/A,33,24829.18181818182,4259.484848484848,0.1717205497708083,12581101,381245.48484848486,6519.333333333333,23071.303030303032,0.0,0.0,N/A,33,30472.696969696968,4679.333333333333,0.1566489539793919,19558200,592672.7272727273,8325.0,28381.878787878788,0.0,0.0,12918577779466.889,1.6468968812824887,0.960050429974523
63420000,2026-01-18T13:35:13.734809,3397324,688247,2897444,461306,781141,0.16246996507723793,0.52866931,0.3153749475850916,6882.47,22091.97,28974.44,7608.27,26364.97,33973.24,725.79,3887.27,4613.06,0.16246996507723793,528669.31,0.0052866931,7811.41,26951.48,0.0,0.3153749475850916,688247,2209197,2897444,461306,52866931,0,0,94,0,1,0,4,0,1,0,0,130.94,166,93,N/A,34,31534.79411764706,4890.558823529412,0.15914551555250522,20722743,609492.4411764706,8564.529411764706,29320.79411764706,0.0,0.0,N/A,33,24833.909090909092,4260.121212121212,0.17171279615624782,12583395,381315.0,6520.575757575758,23075.666666666668,0.0,0.0,N/A,33,30477.030303030304,4680.090909090909,0.1566523244176496,19560793,592751.303030303,8326.30303030303,28386.18181818182,0.0,0.0,12920355168667.555,1.6468324327417203,0.9600565496449759
63430000,2026-01-18T13:35:14.101085,3397835,688355,2897883,461375,781250,0.16246939550843278,0.52875567,0.31540695519128925,6883.55,22095.28,28978.83,7609.45,26368.9,33978.35,725.89,3887.86,4613.75,0.16246939550843278,528755.67,0.0052875567,7812.5,26955.39,0.0,0.31540695519128925,688355,2209528,2897883,461375,52875567,0,2,93,0,0,0,1,0,2,2,0,125.53,155,98,N/A,34,31539.852941176472,4891.323529411765,0.1591436254865457,20726387,609599.6176470588,8565.79411764706,29325.29411764706,0.0,0.0,N/A,33,24836.939393939392,4260.606060606061,0.17171151026189338,12584841,381358.8181818182,6521.272727272727,23078.333333333332,0.0,0.0,N/A,33,30482.090909090908,4680.909090909091,0.15665383168661343,19564339,592858.7575757576,8327.60606060606,28390.727272727272,0.0,0.0,12927613239602.666,1.6469327661747972,0.96004754009469
63440000,2026-01-18T13:35:14.469875,3398386,688465,2898347,461450,781374,0.16246999004630078,0.5288391,0.3154418522185086,6884.65,22098.82,28983.47,7610.71,26373.15,33983.86,726.05,3888.45,4614.5,0.16246999004630078,528839.1,0.005288391,7813.74,26959.68,0.0,0.3154418522185086,688465,2209882,2898347,461450,52883910,0,3,87,0,1,0,4,0,3,2,0,120.39,157,94,N/A,34,31545.529411764706,4892.117647058823,0.15914083610495403,20730128,609709.6470588235,8567.235294117647,29330.470588235294,0.0,0.0,N/A,33,24840.727272727272,4261.181818181818,0.17170873524530952,12586722,381415.8181818182,6522.0,23081.454545454544,0.0,0.0,N/A,33,30486.515151515152,4681.787878787879,0.15666128224140685,19567060,592941.2121212122,8329.151515151516,28395.272727272728,0.0,0.0,12932545227522.666,1.6469838612467964,0.9600450127602006
63450000,2026-01-18T13:35:14.837848,3398925,688572,2898811,461521,781505,0.16246833545698736,0.52892374,0.31547478201782775,6885.72,22102.39,28988.11,7611.93,26377.32,33989.25,726.21,3889.0,4615.21,0.16246833545698736,528923.74,0.0052892374,7815.05,26964.12,0.0,0.31547478201782775,688572,2210239,2898811,461521,52892374,0,2,95,0,0,0,0,0,1,2,0,97.23,121,83,N/A,34,31550.91176470588,4893.117647058823,0.159143299070559,20733266,609801.9411764706,8568.911764705883,29335.882352941175,0.0,0.0,N/A,33,24843.939393939392,4261.666666666667,0.1717066206816723,12588330,381464.54545454547,6523.0,23084.727272727272,0.0,0.0,N/A,33,30491.81818181818,4682.424242424242,0.15665584529710733,19570778,593053.8787878788,8330.39393939394,28399.878787878788,0.0,0.0,12938437874104.89,1.6470227583801822,0.9600398160275516
63460000,2026-01-18T13:35:15.205906,3399458,688681,2899265,461595,781624,0.16246947856879657,0.5290063,0.315509348492033,6886.81,22105.84,28992.65,7613.11,26381.47,33994.58,726.29,3889.66,4615.95,0.16246947856879657,529006.3,0.005290063,7816.24,26968.28,0.0,0.315509348492033,688681,2210584,2899265,461595,52900630,0,0,94,0,0,0,2,0,3,1,0,118.44,131,95,N/A,34,31556.176470588234,4893.823529411765,0.159139916403862,20736828,609906.7058823529,8570.088235294117,29340.323529411766,0.0,0.0,N/A,33,24847.878787878788,4262.30303030303,0.1717050004005481,12590425,381528.0303030303,6523.878787878788,23088.121212121212,0.0,0.0,N/A,33,30496.21212121212,4683.30303030303,0.15666441472515946,19573377,593132.6363636364,8331.90909090909,28404.515151515152,0.0,0.0,12942124300234.89,1.6470316133093204,0.9600408624456487
63470000,2026-01-18T13:35:15.574204,3400015,688792,2899735,461675,781761,0.162472472078188,0.52908885,0.3155467176903511,6887.92,22109.43,28997.35,7614.32,26385.83,34000.15,726.39,3890.36,4616.75,0.162472472078188,529088.85,0.0052908885,7817.61,26972.83,0.0,0.3155467176903511,688792,2210943,2899735,461675,52908885,0,0,94,0,1,0,2,0,2,1,0,102.96,127,98,N/A,34,31562.764705882353,4894.470588235294,0.15912765887516053,20741170,610034.4117647059,8571.058823529413,29345.147058823528,0.0,0.0,N/A,33,24851.303030303032,4262.969696969697,0.17170824275650326,12592211,381582.1515151515,6525.151515151515,23091.878787878788,0.0,0.0,N/A,33,30500.242424242424,4684.393939393939,0.15668287257874947,19575504,593197.0909090909,8333.787878787878,28409.575757575756,0.0,0.0,12947854570120.666,1.6471428250368423,0.9600358522857917
63480000,2026-01-18T13:35:15.944374,3400562,688906,2900205,461749,781877,0.16247262131254925,0.52917461,0.3155812414860113,6889.06,22112.99,29002.05,7615.56,26390.06,34005.62,726.49,3891.0,4617.49,0.16247262131254925,529174.61,0.0052917460999999996,7818.77,26976.99,0.0,0.3155812414860113,688906,2211299,2900205,461749,52917461,0,3,89,0,1,0,4,0,1,2,0,74.19,140,99,N/A,34,31568.117647058825,4895.029411764706,0.15911808137759298,20744634,610136.2941176471,8571.911764705883,29349.176470588234,0.0,0.0,N/A,33,24854.878787878788,4263.424242424242,0.17170181910344412,12594299,381645.42424242425,6526.090909090909,23095.060606060608,0.0,0.0,N/A,33,30505.39393939394,4685.606060606061,0.1566996161819124,19578528,593288.7272727273,8335.484848484848,28414.848484848484,0.0,0.0,12951913171100.22,1.647144791464773,0.9600362645523409
63490000,2026-01-18T13:35:16.313365,3401086,689017,2900657,461815,781988,0.16247068581159774,0.52925724,0.3156121868603441,6890.17,22116.4,29006.57,7616.72,26394.14,34010.86,726.54,3891.61,4618.15,0.16247068581159774,529257.24,0.0052925724,7819.88,26981.05,0.0,0.3156121868603441,689017,2211640,2900657,461815,52925724,0,3,92,0,0,0,1,0,2,2,0,62.88,78,95,N/A,34,31572.558823529413,4895.705882352941,0.1591184496539215,20747746,610227.8235294118,8573.14705882353,29353.29411764706,0.0,0.0,N/A,33,24859.060606060608,4264.151515151515,0.1717022146614058,12596383,381708.57575757575,6527.090909090909,23098.909090909092,0.0,0.0,N/A,33,30510.333333333332,4686.181818181818,0.1566929760333349,19581595,593381.6666666666,8336.575757575758,28419.060606060608,0.0,0.0,12955312621946.0,1.647119335764878,0.9600381767266021
