tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav,cluster_0_send_probability,cluster_0_n_nodes,cluster_0_avg_packet_sent,cluster_0_avg_packet_loss,cluster_0_avg_packet_loss_pct,cluster_0_total_throughput,cluster_0_avg_throughput_per_node,cluster_0_avg_timeout_retry,cluster_0_avg_cw_enters,cluster_0_avg_cw_increase,cluster_0_cw_increase_ratio,cluster_1_send_probability,cluster_1_n_nodes,cluster_1_avg_packet_sent,cluster_1_avg_packet_loss,cluster_1_avg_packet_loss_pct,cluster_1_total_throughput,cluster_1_avg_throughput_per_node,cluster_1_avg_timeout_retry,cluster_1_avg_cw_enters,cluster_1_avg_cw_increase,cluster_1_cw_increase_ratio,cluster_2_send_probability,cluster_2_n_nodes,cluster_2_avg_packet_sent,cluster_2_avg_packet_loss,cluster_2_avg_packet_loss_pct,cluster_2_total_throughput,cluster_2_avg_throughput_per_node,cluster_2_avg_timeout_retry,cluster_2_avg_cw_enters,cluster_2_avg_cw_increase,cluster_2_cw_increase_ratio,cluster_throughput_variance,cluster_throughput_max_min_ratio,jain_fairness_index
62940000,2026-01-18T13:34:56.027516,3371518,683034,2875430,457795,775214,0.16246783420922958,0.52465817,0.31373035082699474,6830.34,21923.96,28754.3,7550.17,26165.01,33715.18,719.83,3858.12,4577.95,0.16246783420922958,524658.17,0.0052465817,7752.14,26747.15,0.0,0.31373035082699474,683034,2192396,2875430,457795,52465817,0,6,89,0,1,0,2,0,1,1,0,69.59,177,95,N/A,34,31294.41176470588,4851.941176470588,0.1590977702189526,20565423,604865.3823529412,8498.64705882353,29097.117647058825,0.0,0.0,N/A,33,24644.363636363636,4227.636363636364,0.17171432992349223,12487587,378411.7272727273,6470.272727272727,22898.81818181818,0.0,0.0,N/A,33,30247.151515151516,4645.969696969697,0.15669352563646446,19412807,588266.8787878788,8264.878787878788,28174.303030303032,0.0,0.0,12726514459416.889,1.6468692470370776,0.9600521042059602
62950000,2026-01-18T13:34:56.395237,3372057,683140,2875884,457869,775345,0.16246865641664843,0.52473905,0.3137653291001955,6831.4,21927.44,28758.84,7551.37,26169.2,33720.57,719.96,3858.73,4578.69,0.16246865641664843,524739.05,0.0052473905,7753.45,26751.59,0.0,0.3137653291001955,683140,2192744,2875884,457869,52473905,0,1,91,0,1,0,3,0,2,2,0,87.06,105,94,N/A,34,31298.852941176472,4852.705882352941,0.15910025248377885,20568487,604955.5,8500.0,29101.58823529412,0.0,0.0,N/A,33,24648.454545454544,4228.454545454545,0.17171938236016476,12489405,378466.8181818182,6471.454545454545,22902.909090909092,0.0,0.0,N/A,33,30252.242424242424,4646.606060606061,0.1566884072524523,19416013,588364.0303030303,8266.272727272728,28179.060606060608,0.0,0.0,12730851185451.555,1.6468748511238125,0.9600508610534311
62960000,2026-01-18T13:34:56.762988,3372595,683250,2876348,457940,775464,0.1624681308713336,0.52482174,0.31379868568307007,6832.5,21930.98,28763.48,7552.64,26173.31,33725.95,720.14,3859.26,4579.4,0.1624681308713336,524821.74,0.0052482174000000005,7754.64,26755.72,0.0,0.31379868568307007,683250,2193098,2876348,457940,52482174,1,3,92,0,1,0,1,0,1,1,0,44.6,88,97,N/A,34,31304.147058823528,4853.470588235294,0.1590988956022342,20571928,605056.7058823529,8501.29411764706,29106.176470588234,0.0,0.0,N/A,33,24651.848484848484,4229.090909090909,0.17172155027562816,12490960,378513.9393939394,6472.484848484848,22906.151515151516,0.0,0.0,N/A,33,30257.454545454544,4647.333333333333,0.15668604477459597,19419286,588463.2121212122,8267.515151515152,28183.60606060606,0.0,0.0,12736925395496.0,1.646945310848806,0.9600446523548714
62970000,2026-01-18T13:34:57.131963,3373124,683355,2876798,458013,775585,0.16246925129687262,0.52490557,0.313833101885564,6833.55,21934.43,28767.98,7553.82,26177.42,33731.24,720.26,3859.87,4580.13,0.16246925129687262,524905.57,0.0052490557000000005,7755.85,26759.97,0.0,0.313833101885564,683355,2193443,2876798,458013,52490557,0,0,92,0,1,0,4,0,3,0,0,133.7,168,97,N/A,34,31309.0,4854.205882352941,0.15909917826866946,20575316,605156.3529411765,8502.64705882353,29110.676470588234,0.0,0.0,N/A,33,24655.696969696968,4229.878787878788,0.1717268990883331,12492803,378569.7878787879,6473.484848484848,22909.939393939392,0.0,0.0,N/A,33,30262.242424242424,4648.0,0.15668379995871232,19422438,588558.7272727273,8268.787878787878,28188.060606060608,0.0,0.0,12741776145697.555,1.646973541486246,0.9600422995944566
62980000,2026-01-18T13:34:57.500230,3373632,683456,2877227,458085,775711,0.16246987473348007,0.52498924,0.3138669806702057,6834.56,21937.71,28772.27,7554.95,26181.37,33736.32,720.38,3860.47,4580.85,0.16246987473348007,524989.24,0.0052498924,7757.11,26764.15,0.0,0.3138669806702057,683456,2193771,2877227,458085,52498924,0,3,91,0,1,0,2,0,2,1,0,63.18,87,90,N/A,34,31313.735294117647,4855.029411764706,0.1591015023453554,20578401,605247.0882352941,8503.941176470587,29115.058823529413,0.0,0.0,N/A,33,24659.909090909092,4230.606060606061,0.17172729801595646,12495369,378647.54545454547,6474.545454545455,22913.78787878788,0.0,0.0,N/A,33,30266.151515151516,4648.606060606061,0.15668289572967758,19425154,588641.0303030303,8270.212121212122,28192.363636363636,0.0,0.0,12743033900250.889,1.6468822169237258,0.9600507408087673
62990000,2026-01-18T13:34:57.868689,3374175,683566,2877689,458162,775838,0.16247011611073223,0.52507622,0.31390268507617203,6835.66,21941.23,28776.89,7556.21,26185.54,33741.75,720.55,3861.07,4581.62,0.16247011611073223,525076.22,0.0052507622,7758.38,26768.45,0.0,0.31390268507617203,683566,2194123,2877689,458162,52507622,0,1,94,0,0,0,0,1,3,1,0,75.84,123,95,N/A,34,31317.676470588234,4856.205882352941,0.1591201379152308,20581053,605325.0882352941,8505.764705882353,29119.941176470587,0.0,0.0,N/A,33,24664.121212121212,4230.969696969697,0.17171277555385425,12497549,378713.6060606061,6475.515151515152,22917.363636363636,0.0,0.0,N/A,33,30271.878787878788,4649.363636363636,0.15667894935388435,19429020,588758.1818181818,8271.212121212122,28196.78787878788,0.0,0.0,12746167463882.889,1.646807145945177,0.9600540182739766
63000000,2026-01-18T13:34:58.236184,3374718,683677,2878151,458237,775957,0.16247042898934513,0.52516097,0.31393760328113096,6836.77,21944.74,28781.51,7557.45,26189.73,33747.18,720.67,3861.7,4582.37,0.16247042898934513,525160.97,0.0052516097,7759.57,26772.64,0.0,0.31393760328113096,683677,2194474,2878151,458237,52516097,0,0,91,0,1,0,3,0,3,2,0,135.81,169,95,N/A,34,31322.852941176472,4857.088235294118,0.15912290554749153,20584271,605419.7352941176,8506.970588235294,29124.470588235294,0.0,0.0,N/A,33,24668.39393939394,4231.575757575758,0.17170750408604565,12499900,378784.8484848485,6476.515151515152,22921.060606060608,0.0,0.0,N/A,33,30276.272727272728,4650.121212121212,0.15668231743879685,19431926,588846.2424242424,8272.575757575758,28201.121212121212,0.0,0.0,12748659769926.889,1.6467548540388324,0.9600588988149268
63010000,2026-01-18T13:34:58.604786,3375252,683788,2878610,458306,776074,0.16246886829848678,0.52524363,0.31396992883215696,6837.88,21948.22,28786.1,7558.69,26193.83,33752.52,720.81,3862.25,4583.06,0.16246886829848678,525243.63,0.0052524363,7760.74,26776.76,0.0,0.31396992883215696,683788,2194822,2878610,458306,52524363,0,3,87,0,0,0,3,1,3,3,0,99.81,123,97,N/A,34,31328.0,4857.882352941177,0.15912237226642997,20587476,605514.0,8508.5,29129.382352941175,0.0,0.0,N/A,33,24672.030303030304,4232.060606060606,0.1717016920731504,12501858,378844.1818181818,6477.151515151515,22923.878787878788,0.0,0.0,N/A,33,30281.242424242424,4650.909090909091,0.1566839495265483,19435029,588940.2727272727,8273.90909090909,28205.727272727272,0.0,0.0,12752690293886.0,1.6467533065885087,0.9600588478591685
63020000,2026-01-18T13:34:58.973313,3375806,683903,2879085,458378,776191,0.16246804522823216,0.52533026,0.3140036154087021,6839.03,21951.82,28790.85,7559.97,26198.09,33758.06,720.93,3862.85,4583.78,0.16246804522823216,525330.26,0.005253302600000001,7761.91,26781.02,0.0,0.3140036154087021,683903,2195182,2879085,458378,52533026,0,4,91,0,0,0,2,0,3,0,0,111.1,141,96,N/A,34,31333.41176470588,4858.588235294118,0.1591181582012667,20590931,605615.6176470588,8509.64705882353,29133.91176470588,0.0,0.0,N/A,33,24675.424242424244,4232.545454545455,0.17169757746846473,12503566,378895.9393939394,6478.090909090909,22927.030303030304,0.0,0.0,N/A,33,30286.666666666668,4651.878787878788,0.1566899117430549,19438529,589046.3333333334,8275.333333333334,28210.81818181818,0.0,0.0,12758579424910.889,1.6468046795610147,0.9600537916580654
63030000,2026-01-18T13:34:59.343097,3376333,684010,2879538,458448,776311,0.16246749459372825,0.52541284,0.31403667456443496,6840.1,21955.28,28795.38,7561.16,26202.17,33763.33,721.06,3863.42,4584.48,0.16246749459372825,525412.84,0.0052541283999999995,7763.11,26785.16,0.0,0.31403667456443496,684010,2195528,2879538,458448,52541284,2,1,93,0,1,0,0,0,1,2,0,50.84,115,94,N/A,34,31338.117647058825,4859.35294117647,0.15911873527100512,20594136,605709.8823529412,8510.911764705883,29138.147058823528,0.0,0.0,N/A,33,24679.545454545456,4233.212121212121,0.17169649615449112,12505586,378957.1515151515,6479.090909090909,22930.757575757576,0.0,0.0,N/A,33,30291.424242424244,4652.545454545455,0.1566887299109226,19441562,589138.2424242424,8276.666666666666,28215.272727272728,0.0,0.0,12762314555616.89,1.6467949602681553,0.9600546221838918
63040000,2026-01-18T13:34:59.711492,3376871,684116,2879995,458522,776435,0.16246795478896453,0.52549644,0.314071800612614,6841.16,21958.79,28799.95,7562.38,26206.33,33768.71,721.21,3864.01,4585.22,0.16246795478896453,525496.44,0.005254964399999999,7764.35,26789.42,0.0,0.314071800612614,684116,2195879,2879995,458522,52549644,0,2,91,0,0,0,2,0,3,2,0,114.09,136,95,N/A,34,31342.735294117647,4859.882352941177,0.1591117088447984,20597367,605804.9117647059,8512.14705882353,29142.323529411766,0.0,0.0,N/A,33,24683.60606060606,4234.090909090909,0.17170436801835753,12507415,379012.57575757575,6480.242424242424,22934.636363636364,0.0,0.0,N/A,33,30296.454545454544,4653.363636363636,0.1566894919262882,19444862,589238.2424242424,8278.0,28220.0,0.0,0.0,12767084668348.666,1.6468124708422964,0.9600524939097148
63050000,2026-01-18T13:35:00.080920,3377396,684222,2880443,458593,776559,0.1624674892475438,0.52558141,0.31410505591372223,6842.22,21962.21,28804.43,7563.54,26210.42,33773.96,721.31,3864.62,4585.93,0.1624674892475438,525581.41,0.005255814100000001,7765.59,26793.67,0.0,0.31410505591372223,684222,2196221,2880443,458593,52558141,0,1,95,0,0,0,1,0,2,1,0,75.63,145,61,N/A,34,31347.20588235294,4860.64705882353,0.15911342744166876,20600434,605895.1176470588,8513.441176470587,29146.529411764706,0.0,0.0,N/A,33,24688.030303030304,4234.848484848485,0.17170409568581965,12509622,379079.45454545453,6481.363636363636,22938.78787878788,0.0,0.0,N/A,33,30301.0,4653.969696969697,0.1566865828516847,19448085,589335.9090909091,8279.30303030303,28224.39393939394,0.0,0.0,12770157315501.555,1.6467671045535988,0.9600556663496904
63060000,2026-01-18T13:35:00.449423,3377926,684334,2880904,458657,776665,0.16246337813284245,0.52566443,0.31413476220987346,6843.34,21965.7,28809.04,7564.73,26214.53,33779.26,721.39,3865.18,4586.57,0.16246337813284245,525664.43,0.005256644299999999,7766.65,26797.62,0.0,0.31413476220987346,684334,2196570,2880904,458657,52566443,1,3,92,0,1,0,1,0,1,1,0,46.92,111,94,N/A,34,31351.764705882353,4861.441176470588,0.1591152145291676,20603520,605985.8823529412,8514.70588235294,29150.764705882353,0.0,0.0,N/A,33,24691.909090909092,4235.30303030303,0.17169582194506172,12511601,379139.42424242425,6482.121212121212,22941.909090909092,0.0,0.0,N/A,33,30306.39393939394,4654.636363636364,0.15668055742743972,19451322,589434.0,8280.454545454546,28228.878787878788,0.0,0.0,12774048987956.22,1.6467532812147703,0.9600560955035952
63070000,2026-01-18T13:35:00.819538,3378488,684444,2881389,458726,776791,0.16246121808257233,0.52574691,0.314167381679073,6844.44,21969.45,28813.89,7566.02,26218.86,33784.88,721.58,3865.68,4587.26,0.16246121808257233,525746.91,0.0052574690999999995,7767.91,26802.07,0.0,0.314167381679073,684444,2196945,2881389,458726,52574691,0,3,91,0,1,0,2,0,2,1,0,111.37,144,93,N/A,34,31357.647058823528,4862.117647058823,0.15910825748365623,20607166,606093.1176470588,8515.970588235294,29155.79411764706,0.0,0.0,N/A,33,24696.21212121212,4235.969696969697,0.17169349098151276,12513778,379205.3939393939,6483.181818181818,22945.757575757576,0.0,0.0,N/A,33,30310.727272727272,4655.363636363636,0.1566835106491818,19453747,589507.4848484849,8281.90909090909,28233.333333333332,0.0,0.0,12777386047674.0,1.64675815728871,0.9600581119833439
63080000,2026-01-18T13:35:01.188434,3379051,684553,2881867,458806,776934,0.16246360784644384,0.5258302,0.3142047697958336,6845.53,21973.14,28818.67,7567.29,26223.22,33790.51,721.75,3866.31,4588.06,0.16246360784644384,525830.2,0.005258302,7769.34,26806.69,0.0,0.3142047697958336,684553,2197314,2881867,458806,52583020,0,2,89,0,0,0,2,0,1,6,0,68.35,154,56,N/A,34,31363.0,4863.0,0.1591109352514338,20610544,606192.4705882353,8517.411764705883,29160.617647058825,0.0,0.0,N/A,33,24699.666666666668,4236.787878787879,0.17170240871597817,12515454,379256.1818181818,6484.666666666667,22949.878787878788,0.0,0.0,N/A,33,30316.242424242424,4656.060606060606,0.15667907571116235,19457022,589606.7272727273,8283.272727272728,28238.242424242424,0.0,0.0,12782940156800.89,1.6468075389035028,0.9600535957089666
63090000,2026-01-18T13:35:01.561367,3379582,684664,2882324,458876,777045,0.16246273886568052,0.52591518,0.31423753414940164,6846.64,21976.6,28823.24,7568.5,26227.32,33795.82,721.86,3866.9,4588.76,0.16246273886568052,525915.18,0.0052591518,7770.45,26810.79,0.0,0.31423753414940164,684664,2197660,2882324,458876,52591518,0,1,95,0,0,0,1,0,2,1,0,45.23,113,99,N/A,34,31367.676470588234,4863.764705882353,0.15911210155654273,20613518,606279.9411764706,8518.64705882353,29165.0,0.0,0.0,N/A,33,24703.151515151516,4237.333333333333,0.17170041744970527,12517462,379317.0303030303,6485.424242424242,22952.969696969696,0.0,0.0,N/A,33,30321.78787878788,4656.848484848485,0.1566772320547068,19460538,589713.2727272727,8284.60606060606,28243.060606060608,0.0,0.0,12786865553034.666,1.6467809528800648,0.9600542155426686
63100000,2026-01-18T13:35:01.934492,3380124,684774,2882786,458949,777167,0.16246279102106445,0.52599945,0.3142715723234452,6847.74,21980.12,28827.86,7569.74,26231.5,33801.24,722.0,3867.49,4589.49,0.16246279102106445,525999.45,0.0052599945,7771.67,26814.98,0.0,0.3142715723234452,684774,2198012,2882786,458949,52599945,0,3,89,0,0,0,1,0,3,4,0,94.51,119,96,N/A,34,31372.823529411766,4864.64705882353,0.15911515772679938,20616528,606368.4705882353,8520.088235294117,29169.79411764706,0.0,0.0,N/A,33,24707.272727272728,4237.939393939394,0.171696618403187,12519855,379389.54545454547,6486.424242424242,22956.60606060606,0.0,0.0,N/A,33,30326.363636363636,4657.545454545455,0.15667804036636648,19463562,589804.9090909091,8285.818181818182,28247.18181818182,0.0,0.0,12788945685326.0,1.64670661121874,0.9600602659937669
63110000,2026-01-18T13:35:02.303583,3380675,684882,2883256,459025,777302,0.16246302905089127,0.52608207,0.31430727249445406,6848.82,21983.74,28832.56,7570.97,26235.78,33806.75,722.15,3868.1,4590.25,0.16246302905089127,526082.07,0.005260820699999999,7773.02,26819.53,0.0,0.31430727249445406,684882,2198374,2883256,459025,52608207,1,0,93,0,1,0,1,0,2,2,0,151.59,181,96,N/A,34,31378.352941176472,4865.558823529412,0.15911734047605366,20619879,606467.0294117647,8521.70588235294,29175.029411764706,0.0,0.0,N/A,33,24711.030303030304,4238.666666666667,0.17170008353583943,12521854,379450.1212121212,6487.575757575758,22960.60606060606,0.0,0.0,N/A,33,30331.151515151516,4658.181818181818,0.1566730476430485,19466474,589893.1515151515,8287.09090909091,28251.575757575756,0.0,0.0,12792899882116.666,1.6467113416272063,0.9600604569219613
63120000,2026-01-18T13:35:02.671456,3381224,684990,2883720,459108,777438,0.1624657506665135,0.52616792,0.314346013030066,6849.9,21987.3,28837.2,7572.22,26240.02,33812.24,722.32,3868.76,4591.08,0.1624657506665135,526167.92,0.0052616792,7774.38,26823.98,0.0,0.314346013030066,684990,2198730,2883720,459108,52616792,1,2,90,0,0,0,1,0,4,2,0,95.41,122,95,N/A,34,31383.382352941175,4866.676470588235,0.1591274429783495,20623072,606560.9411764706,8523.470588235294,29180.323529411766,0.0,0.0,N/A,33,24715.0,4239.30303030303,0.17169858884304479,12523780,379508.48484848486,6488.69696969697,22964.333333333332,0.0,0.0,N/A,33,30336.060606060608,4658.909090909091,0.15667238101718145,19469940,589998.1818181818,8288.272727272728,28255.878787878788,0.0,0.0,12797487006254.225,1.6467130530878058,0.9600592239251847
63130000,2026-01-18T13:35:03.043446,3381775,685102,2884196,459178,777557,0.16246227995836177,0.52625053,0.3143786772030968,6851.02,21990.94,28841.96,7573.49,26244.26,33817.75,722.46,3869.32,4591.78,0.16246227995836177,526250.53,0.0052625053,7775.57,26828.23,0.0,0.3143786772030968,685102,2199094,2884196,459178,52625053,0,1,92,0,0,0,3,0,1,3,0,77.9,127,95,N/A,34,31388.91176470588,4867.617647058823,0.1591278037316217,20626579,606664.0882352941,8524.911764705883,29185.264705882353,0.0,0.0,N/A,33,24718.909090909092,4239.818181818182,0.171692507074358,12525515,379561.0606060606,6489.515151515152,22967.636363636364,0.0,0.0,N/A,33,30340.878787878788,4659.545454545455,0.15666757380324925,19472959,590089.6666666666,8289.575757575758,28260.363636363636,0.0,0.0,12802783907736.889,1.6467649433975369,0.960055395545186
63140000,2026-01-18T13:35:03.410469,3382306,685213,2884648,459248,777671,0.16246144961827733,0.52633382,0.3144115237830484,6852.13,21994.35,28846.48,7574.71,26248.35,33823.06,722.57,3869.91,4592.48,0.16246144961827733,526333.82,0.005263338199999999,7776.71,26832.28,0.0,0.3144115237830484,685213,2199435,2884648,459248,52633382,0,5,89,0,1,0,2,0,1,2,0,68.1,85,94,N/A,34,31394.441176470587,4868.441176470588,0.1591260738193191,20630031,606765.6176470588,8526.29411764706,29190.264705882353,0.0,0.0,N/A,33,24722.878787878788,4240.454545454545,0.17169021318546784,12527560,379623.0303030303,6490.393939393939,22970.939393939392,0.0,0.0,N/A,33,30344.909090909092,4660.181818181818,0.15666913384395278,19475791,590175.4848484849,8290.727272727272,28264.18181818182,0.0,0.0,12806691145866.889,1.646771677804776,0.9600558318075958
63150000,2026-01-18T13:35:03.783918,3382863,685325,2885126,459320,777796,0.16245982071686055,0.52641724,0.31444533517038775,6853.25,21998.01,28851.26,7575.98,26252.65,33828.63,722.72,3870.48,4593.2,0.16245982071686055,526417.24,0.0052641724,7777.96,26836.64,0.0,0.31444533517038775,685325,2199801,2885126,459320,52641724,0,2,89,0,0,0,3,0,2,4,0,107.73,167,78,N/A,34,31398.70588235294,4869.411764705882,0.15913659873872302,20632819,606847.6176470588,8528.20588235294,29195.41176470588,0.0,0.0,N/A,33,24727.121212121212,4241.181818181818,0.1716905542172051,12529297,379675.6666666667,6491.393939393939,22974.727272727272,0.0,0.0,N/A,33,30350.757575757576,4660.636363636364,0.15665301289096062,19479608,590291.1515151515,8291.545454545454,28268.303030303032,0.0,0.0,12811531934636.22,1.6467658959636762,0.9600534941019861
63160000,2026-01-18T13:35:04.151430,3383390,685431,2885577,459391,777920,0.16246050079077726,0.52650142,0.3144788922095084,6854.31,22001.46,28855.77,7577.17,26256.73,33833.9,722.85,3871.06,4593.91,0.16246050079077726,526501.42,0.0052650142,7779.2,26840.87,0.0,0.3144788922095084,685431,2200146,2885577,459391,52650142,0,3,92,0,0,0,1,0,1,3,0,69.7,163,54,N/A,34,31404.08823529412,4870.14705882353,0.15913515028371095,20636471,606955.0294117647,8529.470588235294,29200.0,0.0,0.0,N/A,33,24730.696969696968,4241.969696969697,0.17169744942831536,12531399,379739.36363636365,6492.484848484848,22978.333333333332,0.0,0.0,N/A,33,30355.303030303032,4661.242424242424,0.15664967085748935,19482272,590371.8787878788,8292.90909090909,28272.78787878788,0.0,0.0,12815444768768.225,1.6467810976252533,0.9600540474389302
63170000,2026-01-18T13:35:04.519093,3383943,685542,2886047,459472,778052,0.16246289502122657,0.52658545,0.31451688976934306,6855.42,22005.05,28860.47,7578.37,26261.06,33839.43,722.95,3871.77,4594.72,0.16246289502122657,526585.45,0.0052658545,7780.52,26845.3,0.0,0.31451688976934306,685542,2200505,2886047,459472,52658545,0,2,92,1,2,0,1,0,1,1,0,172.98,181,97,N/A,34,31409.323529411766,4871.117647058823,0.1591404203417724,20639871,607055.0294117647,8530.970588235294,29205.117647058825,0.0,0.0,N/A,33,24734.909090909092,4242.727272727273,0.1716988059916718,12533535,379804.0909090909,6493.69696969697,22982.21212121212,0.0,0.0,N/A,33,30359.939393939392,4661.939393939394,0.1566501397811281,19485139,590458.7575757576,8294.151515151516,28277.060606060608,0.0,0.0,12818987501059.555,1.6467717208273644,0.9600556877150824
63180000,2026-01-18T13:35:04.885404,3384453,685652,2886488,459535,778150,0.16246017036420365,0.52667266,0.3145461986296125,6856.52,22008.36,28864.88,7579.56,26264.97,33844.53,723.03,3872.32,4595.35,0.16246017036420365,526672.66,0.0052667266,7781.5,26848.99,0.0,0.3145461986296125,685652,2200836,2886488,459535,52667266,0,5,88,0,0,0,1,0,3,3,0,93.73,113,92,N/A,34,31414.058823529413,4872.058823529412,0.15914745901534935,20643187,607152.5588235294,8532.323529411764,29209.41176470588,0.0,0.0,N/A,33,24738.545454545456,4243.242424242424,0.1716940840095607,12535499,379863.6060606061,6494.484848484848,22985.424242424244,0.0,0.0,N/A,33,30364.78787878788,4662.363636363636,0.15663935326009046,19488580,590563.0303030303,8294.939393939394,28280.60606060606,0.0,0.0,12823673046928.225,1.6467782415362962,0.9600543743101213
63190000,2026-01-18T13:35:05.253976,3385002,685756,2886953,459612,778291,0.16246094652800408,0.52675232,0.3145821426036147,6857.56,22011.97,28869.53,7580.76,26269.26,33850.02,723.19,3872.93,4596.12,0.16246094652800408,526752.32,0.005267523200000001,7782.91,26853.52,0.0,0.3145821426036147,685756,2201197,2886953,459612,52675232,0,4,86,0,1,0,3,0,2,4,0,129.88,167,94,N/A,34,31419.29411764706,4873.0,0.15915186305139908,20646536,607251.0588235294,8533.823529411764,29214.382352941175,0.0,0.0,N/A,33,24742.727272727272,4243.787878787879,0.17168701445764264,12537661,379929.1212121212,6495.69696969697,22989.363636363636,0.0,0.0,N/A,33,30369.303030303032,4663.181818181818,0.15664423733183735,19491035,590637.4242424242,8296.454545454546,28285.272727272728,0.0,0.0,12826494034500.22,1.646761385556684,0.9600575388833877
63200000,2026-01-18T13:35:05.620808,3385511,685861,2887391,459678,778407,0.16245953580314268,0.52683533,0.31461321950633253,6858.61,22015.3,28873.91,7581.86,26273.25,33855.11,723.25,3873.53,4596.78,0.16245953580314268,526835.33,0.0052683533000000005,7784.07,26857.65,0.0,0.31461321950633253,685861,2201530,2887391,459678,52683533,0,1,96,0,0,1,1,0,1,0,0,101.01,175,96,N/A,34,31424.08823529412,4873.676470588235,0.15915073264257432,20649966,607351.9411764706,8535.117647058823,29218.882352941175,0.0,0.0,N/A,33,24747.060606060608,4244.575757575758,0.1716879679890388,12539575,379987.1212121212,6496.545454545455,22993.151515151516,0.0,0.0,N/A,33,30373.303030303032,4663.69696969697,0.1566401735402564,19493992,590727.0303030303,8297.787878787878,28289.363636363636,0.0,0.0,12830959319049.555,1.646783563238786,0.9600562765772497
63210000,2026-01-18T13:35:05.990157,3386068,685974,2887865,459754,778534,0.16245969694520135,0.52691617,0.31464890357315956,6859.74,22018.91,28878.65,7583.11,26277.57,33860.68,723.36,3874.18,4597.54,0.16245969694520135,526916.17,0.0052691617,7785.34,26862.0,0.0,0.31464890357315956,685974,2201891,2887865,459754,52691617,0,4,90,0,0,0,2,0,3,1,0,78.3,125,64,N/A,34,31428.941176470587,4874.441176470588,0.15915104539549918,20652768,607434.3529411765,8536.676470588236,29223.970588235294,0.0,0.0,N/A,33,24751.333333333332,4245.424242424242,0.17169231177958771,12541541,380046.69696969696,6497.545454545455,22996.78787878788,0.0,0.0,N/A,33,30378.39393939394,4664.363636363636,0.15663599582868987,19497308,590827.5151515151,8299.030303030304,28293.666666666668,0.0,0.0,12834420646157.555,1.6467488325397972,0.9600577007366655
63220000,2026-01-18T13:35:06.359155,3386631,686086,2888347,459830,778664,0.162458835709143,0.52699827,0.3146844682061059,6860.86,22022.61,28883.47,7584.4,26281.91,33866.31,723.53,3874.77,4598.3,0.162458835709143,526998.27,0.0052699827,7786.64,26866.46,0.0,0.3146844682061059,686086,2202261,2888347,459830,52699827,0,4,91,0,0,0,1,0,2,2,0,55.88,161,42,N/A,34,31434.441176470587,4875.294117647059,0.1591501958008646,20656262,607537.1176470588,8537.970588235294,29228.70588235294,0.0,0.0,N/A,33,24754.969696969696,4246.090909090909,0.17169418017909924,12542987,380090.51515151514,6498.848484848485,23000.727272727272,0.0,0.0,N/A,33,30383.696969696968,4665.121212121212,0.1566323929628674,19500578,590926.6060606061,8300.333333333334,28298.363636363636,0.0,0.0,12840989917418.0,1.6468375515337774,0.9600500261725272
63230000,2026-01-18T13:35:06.727346,3387183,686197,2888815,459909,778793,0.16245975089037046,0.52708293,0.31472134106771926,6861.97,22026.18,28888.15,7585.62,26286.21,33871.83,723.65,3875.44,4599.09,0.16245975089037046,527082.93,0.005270829300000001,7787.93,26870.91,0.0,0.31472134106771926,686197,2202618,2888815,459909,52708293,0,3,90,0,2,0,3,0,0,2,0,91.79,177,96,N/A,34,31439.617647058825,4876.14705882353,0.15915238618224226,20659733,607639.2058823529,8539.382352941177,29233.617647058825,0.0,0.0,N/A,33,24759.18181818182,4246.727272727273,0.1716903010553542,12545122,380155.2121212121,6499.909090909091,23004.515151515152,0.0,0.0,N/A,33,30388.333333333332,4666.0,0.15663678860648855,19503438,591013.2727272727,8301.727272727272,28303.0,0.0,0.0,12844676818244.666,1.646833964627845,0.9600513373634493
