tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
16650000,2026-01-18T10:49:41.530495,1575994,167891,1035479,421689,913064,0.4319114708622023,0.14768919,0.32242816619446046,1678.91,8675.88,10354.79,2671.75,13088.19,15759.94,992.83,3224.06,4216.89,0.4319114708622023,147689.19,0.0014768919,9130.64,20321.2,0.0,0.32242816619446046,167891,867588,1035479,421689,14768919,0,2,72,0,5,0,12,0,3,6,0,116.08,166,81
16660000,2026-01-18T10:49:41.911472,1576901,167993,1036099,421916,913576,0.43187729683444603,0.14777821,0.3224768064907262,1679.93,8681.06,10360.99,2673.34,13095.67,15769.01,993.4,3225.76,4219.16,0.43187729683444603,147778.21,0.0014777821,9135.76,20332.72,0.0,0.3224768064907262,167993,868106,1036099,421916,14777821,0,1,75,0,1,0,7,0,3,13,0,24.59,106,56
16670000,2026-01-18T10:49:42.293804,1577829,168098,1036716,422164,914090,0.43187642391824227,0.14786896,0.3225397945373927,1680.98,8686.18,10367.16,2674.96,13103.33,15778.29,993.97,3227.67,4221.64,0.43187642391824227,147868.96,0.0014786896,9140.9,20344.34,0.0,0.3225397945373927,168098,868618,1036716,422164,14786896,0,1,73,0,2,0,7,0,8,9,0,91.08,168,85
16680000,2026-01-18T10:49:42.676468,1578769,168190,1037331,422421,914661,0.4318808503183144,0.14795591,0.32260570979839714,1681.9,8691.41,10373.31,2676.47,13111.22,15787.69,994.56,3229.65,4224.21,0.4318808503183144,147955.91,0.0014795591,9146.61,20356.86,0.0,0.32260570979839714,168190,869141,1037331,422421,14795591,0,1,75,0,6,0,7,0,2,9,0,88.9,138,83
16690000,2026-01-18T10:49:43.057760,1579722,168287,1037960,422681,915225,0.4318969640630597,0.14804506,0.3226778236864344,1682.87,8696.73,10379.6,2678.06,13119.16,15797.22,995.18,3231.63,4226.81,0.4318969640630597,148045.06,0.0014804506000000001,9152.25,20369.23,0.0,0.3226778236864344,168287,869673,1037960,422681,14804506,0,1,70,0,3,0,8,0,4,14,0,36.1,105,46
16700000,2026-01-18T10:49:43.439796,1580677,168388,1038568,422941,915787,0.4319135193388694,0.14813314,0.3227467620364896,1683.88,8701.8,10385.68,2679.6,13127.17,15806.77,995.71,3233.7,4229.41,0.4319135193388694,148133.14,0.0014813314,9157.87,20381.74,0.0,0.3227467620364896,168388,870180,1038568,422941,14813314,0,3,70,0,7,0,8,0,3,9,0,90.66,153,76
16710000,2026-01-18T10:49:43.819505,1581600,168491,1039175,423199,916314,0.43193205090823483,0.14822485,0.32281793056345764,1684.91,8706.84,10391.75,2681.18,13134.82,15816.0,996.27,3235.72,4231.99,0.43193205090823483,148224.85,0.0014822485,9163.14,20393.35,0.0,0.32281793056345764,168491,870684,1039175,423199,14822485,0,1,58,1,8,0,8,0,3,21,0,106.74,181,68
16720000,2026-01-18T10:49:44.201738,1582519,168590,1039790,423437,916850,0.4319256957139333,0.1483137,0.3228822389130804,1685.9,8712.0,10397.9,2682.71,13142.48,15825.19,996.8,3237.57,4234.37,0.4319256957139333,148313.7,0.0014831369999999998,9168.5,20405.49,0.0,0.3228822389130804,168590,871200,1039790,423437,14831370,0,1,76,0,0,0,5,0,3,15,0,37.58,107,54
16730000,2026-01-18T10:49:44.584475,1583482,168688,1040410,423694,917417,0.4319192947344834,0.14840166,0.32294456665365495,1686.88,8717.22,10404.1,2684.31,13150.51,15834.82,997.42,3239.52,4236.94,0.4319192947344834,148401.66,0.0014840165999999999,9174.17,20418.02,0.0,0.32294456665365495,168688,871722,1040410,423694,14840166,0,1,71,0,0,0,6,0,3,19,0,28.73,121,35
16740000,2026-01-18T10:49:44.972219,1584454,168793,1041052,423950,917969,0.431904915237501,0.14848992,0.3230081643007662,1687.93,8722.59,10410.52,2685.95,13158.59,15844.54,998.01,3241.49,4239.5,0.431904915237501,148489.92,0.0014848991999999999,9179.69,20430.53,0.0,0.3230081643007662,168793,872259,1041052,423950,14848992,0,1,76,0,3,0,7,0,5,8,0,85.17,147,76
16750000,2026-01-18T10:49:45.351631,1585349,168890,1041630,424192,918497,0.43190935749972853,0.14857878,0.32307296726085605,1688.9,8727.4,10416.3,2687.38,13166.11,15853.49,998.47,3243.45,4241.92,0.43190935749972853,148578.78,0.0014857878,9184.97,20442.1,0.0,0.32307296726085605,168890,872740,1041630,424192,14857878,0,0,68,0,4,0,7,0,3,18,0,53.37,99,72
16760000,2026-01-18T10:49:45.735654,1586318,168987,1042263,424448,919061,0.43190989372718536,0.14866786,0.32314138100849965,1689.87,8732.76,10422.63,2689.06,13174.12,15863.18,999.19,3245.29,4244.48,0.43190989372718536,148667.86,0.0014866786000000002,9190.61,20454.62,0.0,0.32314138100849965,168987,873276,1042263,424448,14866786,0,2,65,0,3,0,6,0,6,18,0,82.77,177,73
16770000,2026-01-18T10:49:46.117842,1587296,169093,1042895,424709,919637,0.43192844655905693,0.14875481,0.3232155915583956,1690.93,8738.02,10428.95,2690.65,13182.31,15872.96,999.72,3247.37,4247.09,0.43192844655905693,148754.81,0.0014875480999999998,9196.37,20467.49,0.0,0.3232155915583956,169093,873802,1042895,424709,14875481,0,1,73,0,3,0,4,1,6,12,0,72.55,136,82
16780000,2026-01-18T10:49:46.500317,1588236,169195,1043519,424953,920160,0.4319089097436841,0.14884438,0.32327148944576123,1691.95,8743.24,10435.19,2692.31,13190.05,15882.36,1000.35,3249.18,4249.53,0.4319089097436841,148844.38,0.0014884438,9201.6,20479.32,0.0,0.32327148944576123,169195,874324,1043519,424953,14884438,0,1,72,0,3,0,7,0,5,12,0,60.43,132,70
16790000,2026-01-18T10:49:46.884133,1589192,169299,1044149,425210,920714,0.43190752287222045,0.14893344,0.323330935295061,1692.99,8748.5,10441.49,2693.88,13198.04,15891.92,1000.89,3251.21,4252.1,0.43190752287222045,148933.44,0.0014893344,9207.14,20491.64,0.0,0.323330935295061,169299,874850,1044149,425210,14893344,0,0,80,0,4,0,5,0,4,7,0,64.79,167,77
16800000,2026-01-18T10:49:47.267751,1590182,169399,1044798,425465,921290,0.43189786023513704,0.14901953,0.32339659187742614,1693.99,8753.99,10447.98,2695.64,13206.18,15901.82,1001.65,3253.0,4254.65,0.43189786023513704,149019.53,0.0014901953,9212.9,20504.45,0.0,0.32339659187742614,169399,875399,1044798,425465,14901953,0,2,70,1,2,0,5,0,4,16,0,63.08,181,72
16810000,2026-01-18T10:49:47.647788,1591093,169500,1045394,425709,921804,0.4318992481269526,0.14910917,0.32346307903489446,1695.0,8758.94,10453.94,2697.18,13213.75,15910.93,1002.17,3254.92,4257.09,0.4318992481269526,149109.17,0.0014910917000000002,9218.04,20516.04,0.0,0.32346307903489446,169500,875894,1045394,425709,14910917,0,1,73,0,5,0,9,0,5,7,0,74.24,132,80
16820000,2026-01-18T10:49:48.030245,1592029,169602,1046019,425957,922347,0.4318914428733377,0.14919832,0.32352954362738345,1696.02,8764.17,10460.19,2698.74,13221.55,15920.29,1002.71,3256.86,4259.57,0.4318914428733377,149198.32,0.0014919832,9223.47,20528.07,0.0,0.32352954362738345,169602,876417,1046019,425957,14919832,0,2,70,0,3,0,6,0,4,15,0,89.31,159,75
16830000,2026-01-18T10:49:48.410860,1592929,169701,1046614,426201,922853,0.43189302227130233,0.14928825,0.3235876606511512,1697.01,8769.13,10466.14,2700.36,13228.93,15929.29,1003.35,3258.66,4262.01,0.43189302227130233,149288.25,0.0014928825,9228.53,20539.42,0.0,0.3235876606511512,169701,876913,1046614,426201,14928825,0,1,72,0,2,0,7,0,8,10,0,95.35,171,76
16840000,2026-01-18T10:49:48.792773,1593898,169804,1047263,426468,923408,0.431898041293183,0.14937882,0.32365800152661484,1698.04,8774.59,10472.63,2702.12,13236.86,15938.98,1004.08,3260.6,4264.68,0.431898041293183,149378.82,0.0014937881999999999,9234.08,20551.71,0.0,0.32365800152661484,169804,877459,1047263,426468,14937882,0,1,66,0,4,0,7,0,3,19,0,102.5,179,72
16850000,2026-01-18T10:49:49.173512,1594830,169902,1047883,426722,923952,0.43190333435831213,0.14946741,0.32372518465735417,1699.02,8779.81,10478.83,2703.71,13244.59,15948.3,1004.68,3262.54,4267.22,0.43190333435831213,149467.41,0.0014946741,9239.52,20563.85,0.0,0.32372518465735417,169902,877981,1047883,426722,14946741,0,2,72,0,4,0,6,0,2,14,0,53.22,112,54
16860000,2026-01-18T10:49:49.555268,1595775,170003,1048506,426980,924494,0.4319017386242884,0.14955728,0.3237912103563938,1700.03,8785.03,10485.06,2705.37,13252.38,15957.75,1005.33,3264.47,4269.8,0.4319017386242884,149557.28,0.0014955728000000002,9244.94,20575.94,0.0,0.3237912103563938,170003,878503,1048506,426980,14955728,0,1,73,0,6,0,8,0,4,8,0,93.69,156,88
16870000,2026-01-18T10:49:49.937892,1596724,170101,1049122,427236,925060,0.43191098552761514,0.14964557,0.3238606408565875,1701.01,8790.21,10491.22,2706.93,13260.31,15967.24,1005.92,3266.44,4272.36,0.43191098552761514,149645.57,0.0014964557,9250.6,20588.45,0.0,0.3238606408565875,170101,879021,1049122,427236,14964557,0,0,74,1,6,0,4,0,2,13,0,77.27,181,73
16880000,2026-01-18T10:49:50.319850,1597675,170197,1049734,427498,925625,0.4319219706224002,0.14973403,0.32393442887365415,1701.97,8795.37,10497.34,2708.56,13268.19,15976.75,1006.58,3268.4,4274.98,0.4319219706224002,149734.03,0.0014973402999999999,9256.25,20600.89,0.0,0.32393442887365415,170197,879537,1049734,427498,14973403,0,5,71,0,1,0,8,0,6,9,0,67.9,152,76
16890000,2026-01-18T10:49:50.702180,1598612,170296,1050348,427754,926175,0.43192151244753463,0.14982246,0.3239989343790667,1702.96,8800.52,10503.48,2710.16,13275.96,15986.12,1007.19,3270.35,4277.54,0.43192151244753463,149822.46,0.0014982245999999998,9261.75,20613.09,0.0,0.3239989343790667,170296,880052,1050348,427754,14982246,0,1,74,0,1,0,4,0,5,15,0,75.56,141,76
16900000,2026-01-18T10:49:51.085118,1599579,170399,1050984,428008,926713,0.4319032376112246,0.1499105,0.3240584322486933,1703.99,8805.85,10509.84,2711.86,13283.93,15995.79,1007.86,3272.22,4280.08,0.4319032376112246,149910.5,0.001499105,9267.13,20625.32,0.0,0.3240584322486933,170399,880585,1050984,428008,14991050,0,0,72,0,5,0,10,0,7,6,0,103.89,165,83
16910000,2026-01-18T10:49:51.470425,1600539,170503,1051620,428258,927272,0.43189130364037287,0.14999924,0.32412349048281813,1705.03,8811.17,10516.2,2713.5,13291.89,16005.39,1008.47,3274.11,4282.58,0.43189130364037287,149999.24,0.0014999924,9272.72,20637.77,0.0,0.32412349048281813,170503,881117,1051620,428258,14999924,1,0,81,0,7,0,3,0,2,6,0,74.77,121,82
16920000,2026-01-18T10:49:51.853142,1601527,170599,1052251,428529,927856,0.43191381280609176,0.15008632,0.3242048895266065,1705.99,8816.52,10522.51,2715.28,13299.99,16015.27,1009.28,3276.01,4285.29,0.43191381280609176,150086.32,0.0015008632,9278.56,20650.46,0.0,0.3242048895266065,170599,881652,1052251,428529,15008632,0,3,65,0,4,0,9,0,5,14,0,64.1,117,68
16930000,2026-01-18T10:49:52.239116,1602444,170696,1052858,428771,928393,0.4319051533200827,0.15017572,0.32426645460603254,1706.96,8821.62,10528.58,2716.78,13307.66,16024.44,1009.81,3277.9,4287.71,0.4319051533200827,150175.72,0.0015017572000000001,9283.93,20662.52,0.0,0.32426645460603254,170696,882162,1052858,428771,15017572,0,1,75,0,6,0,4,0,3,11,0,70.42,121,82
16940000,2026-01-18T10:49:52.621856,1603389,170801,1053475,429020,928934,0.43189752622237576,0.15026388,0.32433000206517265,1708.01,8826.74,10534.75,2718.4,13315.49,16033.89,1010.38,3279.82,4290.2,0.43189752622237576,150263.88,0.0015026388,9289.34,20674.5,0.0,0.32433000206517265,170801,882674,1053475,429020,15026388,0,1,72,0,4,0,3,0,3,17,0,64.29,126,69
16950000,2026-01-18T10:49:53.002641,1604312,170907,1054085,429267,929449,0.43189796844007233,0.15035471,0.32439661269015807,1709.07,8831.78,10540.85,2720.04,13323.08,16043.12,1010.96,3281.71,4292.67,0.43189796844007233,150354.71,0.0015035471,9294.49,20686.08,0.0,0.32439661269015807,170907,883178,1054085,429267,15035471,0,1,71,0,2,0,5,0,6,15,0,70.58,167,72
16960000,2026-01-18T10:49:53.385486,1605249,171009,1054702,429517,930001,0.4318966563012797,0.1504434,0.3244616995563878,1710.09,8836.93,10547.02,2721.56,13330.93,16052.49,1011.46,3283.71,4295.17,0.4318966563012797,150443.4,0.001504434,9300.01,20698.37,0.0,0.3244616995563878,171009,883693,1054702,429517,15044340,0,1,74,0,1,0,5,0,3,16,0,58.75,151,81
16970000,2026-01-18T10:49:53.766633,1606216,171113,1055334,429784,930567,0.43190872640888456,0.15053208,0.32453522263206613,1711.13,8842.21,10553.34,2723.13,13339.03,16062.16,1011.99,3285.85,4297.84,0.43190872640888456,150532.08,0.0015053208000000002,9305.67,20710.93,0.0,0.32453522263206613,171113,884221,1055334,429784,15053208,0,2,71,0,0,0,4,0,3,20,0,21.42,91,40
16980000,2026-01-18T10:49:54.150685,1607187,171219,1055973,430049,931111,0.4319186810975155,0.15062206,0.32460995507605134,1712.19,8847.54,10559.73,2724.91,13346.96,16071.87,1012.71,3287.78,4300.49,0.4319186810975155,150622.06,0.0015062206,9311.11,20723.2,0.0,0.32460995507605134,171219,884754,1055973,430049,15062206,0,1,80,0,3,0,7,0,3,6,0,94.06,154,80
16990000,2026-01-18T10:49:54.530479,1608102,171313,1056559,430304,931658,0.43194036874244546,0.1507107,0.32468500008611145,1713.13,8852.46,10565.59,2726.39,13354.63,16081.02,1013.25,3289.79,4303.04,0.43194036874244546,150710.7,0.001507107,9316.58,20735.14,0.0,0.32468500008611145,171313,885246,1056559,430304,15071070,0,0,71,0,4,0,9,0,5,11,0,71.69,129,72
17000000,2026-01-18T10:49:54.914740,1609045,171411,1057192,430548,932188,0.4319210738693937,0.15080007,0.3247457002897448,1714.11,8857.81,10571.92,2728.09,13362.36,16090.45,1013.97,3291.51,4305.48,0.4319210738693937,150800.07,0.0015080007,9321.88,20747.0,0.0,0.3247457002897448,171411,885781,1057192,430548,15080007,0,2,67,0,0,0,11,0,8,12,0,49.99,153,68
17010000,2026-01-18T10:49:55.298482,1610018,171511,1057838,430805,932748,0.43190505988547573,0.15088765,0.32481030130284466,1715.11,8863.27,10578.38,2729.8,13370.38,16100.18,1014.68,3293.37,4308.05,0.43190505988547573,150887.65,0.0015088765,9327.48,20759.48,0.0,0.32481030130284466,171511,886327,1057838,430805,15088765,0,3,64,0,6,0,8,0,4,15,0,104.15,163,75
17020000,2026-01-18T10:49:55.682534,1610999,171613,1058491,431061,933313,0.4318942195907995,0.15097529,0.32487603582344926,1716.13,8868.78,10584.91,2731.5,13378.49,16109.99,1015.37,3295.24,4310.61,0.4318942195907995,150975.29,0.0015097529000000001,9333.13,20772.11,0.0,0.32487603582344926,171613,886878,1058491,431061,15097529,0,2,69,0,6,0,7,0,6,10,0,100.41,169,78
17030000,2026-01-18T10:49:56.069050,1611959,171722,1059128,431314,933855,0.4318877075514203,0.15106389,0.3249361334470792,1717.22,8874.06,10591.28,2733.18,13386.41,16119.59,1015.95,3297.19,4313.14,0.4318877075514203,151063.89,0.0015106389,9338.55,20784.27,0.0,0.3249361334470792,171722,887406,1059128,431314,15106389,0,2,67,0,3,0,9,0,4,15,0,92.92,163,71
17040000,2026-01-18T10:49:56.452142,1612925,171821,1059753,431573,934424,0.43188550460576536,0.15115141,0.3249999900691077,1718.21,8879.32,10597.53,2734.88,13394.37,16129.25,1016.66,3299.07,4315.73,0.43188550460576536,151151.41,0.0015115141,9344.24,20796.87,0.0,0.3249999900691077,171821,887932,1059753,431573,15115141,0,1,76,0,0,0,5,0,5,13,0,37.39,129,58
17050000,2026-01-18T10:49:56.833501,1613870,171921,1060367,431827,934980,0.4318948787404158,0.15123958,0.3250701316832987,1719.21,8884.46,10603.67,2736.37,13402.33,16138.7,1017.16,3301.11,4318.27,0.4318948787404158,151239.58,0.0015123958000000002,9349.8,20809.18,0.0,0.3250701316832987,171921,888446,1060367,431827,15123958,1,0,73,0,2,0,3,0,3,18,0,38.54,122,57
17060000,2026-01-18T10:49:57.216829,1614830,172024,1060998,432077,935529,0.43188935950102225,0.15132714,0.3251334597217827,1720.24,8889.74,10609.98,2738.01,13410.29,16148.3,1017.76,3303.01,4320.77,0.43188935950102225,151327.14,0.0015132714,9355.29,20821.49,0.0,0.3251334597217827,172024,888974,1060998,432077,15132714,0,2,74,0,0,0,5,0,2,17,0,37.25,114,56
17070000,2026-01-18T10:49:57.600124,1615790,172126,1061646,432326,936057,0.43186856609729246,0.15141682,0.3251935766872631,1721.26,8895.2,10616.46,2739.82,13418.08,16157.9,1018.55,3304.71,4323.26,0.43186856609729246,151416.82,0.0015141682,9360.57,20833.44,0.0,0.3251935766872631,172126,889520,1061646,432326,15141682,0,1,76,0,1,0,6,0,7,9,0,70.6,142,68
17080000,2026-01-18T10:49:57.981754,1616723,172225,1062254,432572,936592,0.4318636676886639,0.15150535,0.3252553389974212,1722.25,8900.29,10622.54,2741.46,13425.77,16167.23,1019.2,3306.52,4325.72,0.4318636676886639,151505.35,0.0015150535,9365.92,20845.3,0.0,0.3252553389974212,172225,890029,1062254,432572,15150535,0,1,71,0,0,0,9,0,4,15,0,26.42,125,31
17090000,2026-01-18T10:49:58.367722,1617721,172330,1062906,432836,937167,0.431873987806279,0.15159306,0.32532964471577375,1723.3,8905.76,10629.06,2743.14,13434.07,16177.21,1019.83,3308.53,4328.36,0.431873987806279,151593.06,0.0015159306,9371.67,20858.12,0.0,0.32532964471577375,172330,890576,1062906,432836,15159306,0,3,72,0,5,0,9,0,6,5,0,104.59,173,84
17100000,2026-01-18T10:49:58.749356,1618655,172425,1063508,433094,937733,0.43189439105611077,0.15168112,0.32540318642217886,1724.25,8910.83,10635.08,2744.68,13441.87,16186.55,1020.42,3310.52,4330.94,0.43189439105611077,151681.12,0.0015168112,9377.33,20870.53,0.0,0.32540318642217886,172425,891083,1063508,433094,15168112,0,1,73,0,5,0,7,0,2,12,0,57.23,101,69
17110000,2026-01-18T10:49:59.131436,1619592,172528,1064120,433345,938273,0.4318950404722207,0.15177103,0.32546444905612204,1725.28,8915.92,10641.2,2746.26,13449.66,16195.92,1020.97,3312.48,4333.45,0.4318950404722207,151771.03,0.0015177103,9382.73,20882.59,0.0,0.32546444905612204,172528,891592,1064120,433345,15177103,0,1,72,0,2,0,8,0,5,12,0,63.87,120,78
17120000,2026-01-18T10:49:59.515965,1620560,172625,1064754,433607,938845,0.4318892788395523,0.15186022,0.3255335737203271,1726.25,8921.29,10647.54,2747.88,13457.72,16205.6,1021.63,3314.44,4336.07,0.4318892788395523,151860.22,0.0015186021999999998,9388.45,20895.23,0.0,0.3255335737203271,172625,892129,1064754,433607,15186022,0,4,69,0,5,0,6,0,3,13,0,111.58,161,89
17130000,2026-01-18T10:49:59.897894,1621506,172724,1065372,433864,939398,0.4318962399522992,0.15194871,0.3256009551631389,1727.24,8926.48,10653.72,2749.45,13465.61,16215.06,1022.21,3316.43,4338.64,0.4318962399522992,151948.71,0.0015194871,9393.98,20907.54,0.0,0.3256009551631389,172724,892648,1065372,433864,15194871,0,2,73,0,8,0,7,0,2,8,0,114.82,178,86
17140000,2026-01-18T10:50:00.280011,1622471,172826,1066016,434123,939955,0.4318971195919653,0.15203734,0.3256693482071691,1728.26,8931.9,10660.16,2751.1,13473.61,16224.71,1022.84,3318.39,4341.23,0.4318971195919653,152037.34,0.0015203734,9399.55,20919.88,0.0,0.3256693482071691,172826,893190,1066016,434123,15203734,0,1,72,0,7,0,8,0,3,9,0,97.77,177,81
17150000,2026-01-18T10:50:00.660951,1623393,172923,1066616,434378,940498,0.43191261524494584,0.15212676,0.325740764766433,1729.23,8936.93,10666.16,2752.7,13481.23,16233.93,1023.47,3320.31,4343.78,0.43191261524494584,152126.76,0.0015212676,9404.98,20931.8,0.0,0.325740764766433,172923,893693,1066616,434378,15212676,0,2,69,0,4,1,8,0,5,11,0,100.25,175,82
17160000,2026-01-18T10:50:01.043528,1624335,173019,1067224,434631,941051,0.43192269588955995,0.15221506,0.3258108239890463,1730.19,8942.05,10672.24,2754.37,13488.98,16243.35,1024.17,3322.14,4346.31,0.43192269588955995,152215.06,0.0015221506,9410.51,20943.97,0.0,0.3258108239890463,173019,894205,1067224,434631,15221506,0,2,72,0,2,0,8,0,5,11,0,80.88,165,73
17170000,2026-01-18T10:50:01.424977,1625252,173126,1067824,434872,941562,0.43192866687177783,0.15230448,0.3258762471756818,1731.26,8946.98,10678.24,2755.89,13496.63,16252.52,1024.62,3324.1,4348.72,0.43192866687177783,152304.48,0.0015230448,9415.62,20955.58,0.0,0.3258762471756818,173126,894698,1067824,434872,15230448,0,0,71,0,4,0,10,0,4,11,0,78.88,135,74
17180000,2026-01-18T10:50:01.806592,1626199,173229,1068444,435130,942115,0.43192562970164816,0.15239285,0.32594008214623993,1732.29,8952.15,10684.44,2757.39,13504.6,16261.99,1025.09,3326.21,4351.3,0.43192562970164816,152392.85,0.0015239284999999999,9421.15,20967.95,0.0,0.32594008214623993,173229,895215,1068444,435130,15239285,0,1,72,0,4,0,8,0,6,9,0,86.4,139,81
17190000,2026-01-18T10:50:02.190572,1627193,173331,1069098,435398,942700,0.431924489426169,0.15248049,0.3260080371993308,1733.31,8957.67,10690.98,2759.07,13512.86,16271.93,1025.75,3328.23,4353.98,0.431924489426169,152480.49,0.0015248049,9427.0,20980.9,0.0,0.3260080371993308,173331,895767,1069098,435398,15248049,0,2,72,0,1,0,7,0,5,13,0,83.69,164,84
17200000,2026-01-18T10:50:02.574322,1628183,173433,1069750,435663,943272,0.43191784601222566,0.15256865,0.3260764985063803,1734.33,8963.17,10697.5,2760.84,13520.99,16281.83,1026.51,3330.12,4356.63,0.43191784601222566,152568.65,0.0015256865,9432.72,20993.59,0.0,0.3260764985063803,173433,896317,1069750,435663,15256865,0,2,74,0,4,0,4,0,2,14,0,86.64,173,72
17210000,2026-01-18T10:50:02.957886,1629156,173533,1070401,435926,943834,0.4319223961161718,0.1526566,0.3261473192855803,1735.33,8968.68,10704.01,2762.53,13529.03,16291.56,1027.2,3332.06,4359.26,0.4319223961161718,152656.6,0.001526566,9438.34,21006.08,0.0,0.3261473192855803,173533,896868,1070401,435926,15265660,0,0,78,0,6,0,6,0,4,6,0,116.27,178,75
17220000,2026-01-18T10:50:03.340421,1630102,173636,1071026,436174,944368,0.43191504701840755,0.15274566,0.3262103902405242,1736.36,8973.9,10710.26,2764.22,13536.8,16301.02,1027.85,3333.89,4361.74,0.43191504701840755,152745.66,0.0015274566000000002,9443.68,21018.06,0.0,0.3262103902405242,173636,897390,1071026,436174,15274566,0,1,77,0,3,0,5,0,5,9,0,79.02,146,81
17230000,2026-01-18T10:50:03.727302,1631085,173738,1071671,436436,944934,0.4319154777155621,0.1528327,0.326281500896446,1737.38,8979.33,10716.71,2765.96,13544.89,16310.85,1028.57,3335.79,4364.36,0.4319154777155621,152832.7,0.001528327,9449.34,21030.53,0.0,0.326281500896446,173738,897933,1071671,436436,15283270,0,2,71,0,4,0,9,0,5,9,0,72.75,113,78
17240000,2026-01-18T10:50:04.108244,1632004,173843,1072275,436683,945460,0.4319184104424915,0.15292351,0.32634722644807207,1738.43,8984.32,10722.75,2767.51,13552.53,16320.04,1029.08,3337.75,4366.83,0.4319184104424915,152923.51,0.0015292351000000001,9454.6,21042.24,0.0,0.32634722644807207,173843,898432,1072275,436683,15292351,0,2,75,0,2,0,4,0,7,10,0,80.77,180,70
17250000,2026-01-18T10:50:04.493537,1632952,173946,1072896,436943,946006,0.4319289584987908,0.15301308,0.3264237922513334,1739.46,8989.5,10728.96,2769.13,13560.39,16329.52,1029.66,3339.77,4369.43,0.4319289584987908,153013.08,0.0015301308,9460.06,21054.39,0.0,0.3264237922513334,173946,898950,1072896,436943,15301308,0,0,75,0,4,0,7,0,4,10,0,89.87,166,78
17260000,2026-01-18T10:50:04.877047,1633913,174045,1073526,437196,946574,0.4319150876191703,0.15310019,0.3264870180537029,1740.45,8994.81,10735.26,2770.71,13568.42,16339.13,1030.25,3341.71,4371.96,0.4319150876191703,153100.19,0.0015310019,9465.74,21066.93,0.0,0.3264870180537029,174045,899481,1073526,437196,15310019,0,2,69,0,6,0,6,0,2,15,0,80.97,156,73
17270000,2026-01-18T10:50:05.257505,1634838,174142,1074127,437452,947113,0.4319210100973067,0.15318993,0.32655435946399763,1741.42,8999.85,10741.27,2772.33,13576.05,16348.38,1030.91,3343.61,4374.52,0.4319210100973067,153189.93,0.0015318993,9471.13,21078.89,0.0,0.32655435946399763,174142,899985,1074127,437452,15318993,0,3,72,0,6,0,7,0,2,10,0,99.63,179,71
17280000,2026-01-18T10:50:05.639677,1635779,174240,1074742,437707,947662,0.43191384942341426,0.15327685,0.3266176615481794,1742.4,9005.02,10747.42,2773.96,13583.83,16357.79,1031.55,3345.52,4377.07,0.43191384942341426,153276.85,0.0015327684999999998,9476.62,21091.14,0.0,0.3266176615481794,174240,900502,1074742,437707,15327685,0,1,76,0,1,0,8,0,8,6,0,69.92,123,85
17290000,2026-01-18T10:50:06.021833,1636728,174339,1075355,437960,948222,0.4319200759830322,0.15336564,0.32668448167593167,1743.39,9010.16,10753.55,2775.56,13591.72,16367.28,1032.17,3347.43,4379.6,0.4319200759830322,153365.64,0.0015336564,9482.22,21103.39,0.0,0.32668448167593167,174339,901016,1075355,437960,15336564,0,3,71,0,4,0,6,0,4,12,0,68.21,157,84
17300000,2026-01-18T10:50:06.403452,1637687,174437,1075982,438220,948780,0.4319236214625895,0.15345531,0.32675259366117765,1744.37,9015.45,10759.82,2777.18,13599.69,16376.87,1032.8,3349.4,4382.2,0.4319236214625895,153455.31,0.0015345531000000002,9487.8,21115.76,0.0,0.32675259366117765,174437,901545,1075982,438220,15345531,0,1,70,0,5,0,7,0,5,12,0,107.94,173,83
17310000,2026-01-18T10:50:06.784482,1638624,174538,1076592,438472,949323,0.4319234629834202,0.15354345,0.32682166153709863,1745.38,9020.54,10765.92,2778.73,13607.51,16386.24,1033.34,3351.38,4384.72,0.4319234629834202,153543.45,0.0015354345,9493.23,21127.92,0.0,0.32682166153709863,174538,902054,1076592,438472,15354345,0,1,72,0,1,0,8,0,7,11,0,55.72,140,78
