tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
17320000,2026-01-18T10:50:07.164931,1639534,174635,1077185,438714,949859,0.4319243028796563,0.15363279,0.3268835897866083,1746.35,9025.5,10771.85,2780.24,13615.1,16395.34,1033.89,3353.25,4387.14,0.4319243028796563,153632.79,0.0015363279,9498.59,21139.75,0.0,0.3268835897866083,174635,902550,1077185,438714,15363279,0,3,71,0,1,0,6,0,1,18,0,13.7,94,47
17330000,2026-01-18T10:50:07.546877,1640480,174739,1077811,438968,950400,0.4319261872955616,0.15372158,0.3269529398720002,1747.39,9030.72,10778.11,2781.8,13623.0,16404.8,1034.41,3355.27,4389.68,0.4319261872955616,153721.58,0.0015372158,9504.0,21151.96,0.0,0.3269529398720002,174739,903072,1077811,438968,15372158,0,1,75,0,4,0,8,0,4,8,0,65.71,119,81
17340000,2026-01-18T10:50:07.929785,1641446,174838,1078460,439224,950957,0.43190846539729527,0.15380983,0.3270118571435994,1748.38,9036.22,10784.6,2783.52,13630.94,16414.46,1035.13,3357.11,4392.24,0.43190846539729527,153809.83,0.0015380983,9509.57,21164.19,0.0,0.3270118571435994,174838,903622,1078460,439224,15380983,0,1,64,0,2,0,10,0,5,18,0,77.78,173,65
17350000,2026-01-18T10:50:08.309410,1642347,174940,1079044,439468,951482,0.431911540250042,0.15389935,0.3270734710400685,1749.4,9041.04,10790.44,2785.02,13638.45,16423.47,1035.62,3359.06,4394.68,0.431911540250042,153899.35,0.0015389935,9514.82,21175.9,0.0,0.3270734710400685,174940,904104,1079044,439468,15389935,0,1,70,0,2,0,4,0,4,19,0,78.13,176,71
17360000,2026-01-18T10:50:08.690765,1643283,175040,1079662,439721,952018,0.43191190157027953,0.15398791,0.3271385936271111,1750.4,9046.22,10796.62,2786.7,13646.13,16432.83,1036.3,3360.91,4397.21,0.43191190157027953,153987.91,0.0015398791,9520.18,21187.89,0.0,0.3271385936271111,175040,904622,1079662,439721,15398791,0,1,76,0,3,0,3,0,3,14,0,73.71,180,65
17370000,2026-01-18T10:50:09.073994,1644223,175133,1080274,439979,952578,0.4319173601395087,0.15407627,0.32720675446423564,1751.33,9051.41,10802.74,2788.27,13653.96,16442.23,1036.93,3362.86,4399.79,0.4319173601395087,154076.27,0.0015407627000000002,9525.78,21200.19,0.0,0.32720675446423564,175133,905141,1080274,439979,15407627,0,3,66,0,2,0,5,0,3,21,0,40.71,103,58
17380000,2026-01-18T10:50:09.455581,1645140,175229,1080855,440234,953128,0.43193385704103576,0.15416364,0.32727948192816625,1752.29,9056.26,10808.55,2789.72,13661.68,16451.4,1037.42,3364.92,4402.34,0.43193385704103576,154163.64,0.0015416364,9531.28,21212.34,0.0,0.32727948192816625,175229,905626,1080855,440234,15416364,0,1,73,0,6,0,6,0,2,12,0,101.82,163,81
17390000,2026-01-18T10:50:09.839461,1646133,175330,1081527,440495,953709,0.4319165901979139,0.15425144,0.32734248509087616,1753.3,9061.97,10815.27,2791.36,13669.97,16461.33,1038.05,3366.9,4404.95,0.4319165901979139,154251.44,0.0015425144,9537.09,21225.3,0.0,0.32734248509087616,175330,906197,1081527,440495,15425144,0,1,73,0,1,0,7,0,4,14,0,45.36,113,73
17400000,2026-01-18T10:50:10.222198,1647107,175435,1082175,440757,954269,0.4319245994690765,0.15434151,0.32741533639006776,1754.35,9067.4,10821.75,2793.06,13678.01,16471.07,1038.71,3368.86,4407.57,0.4319245994690765,154341.51,0.0015434150999999998,9542.69,21237.61,0.0,0.32741533639006776,175435,906740,1082175,440757,15434151,1,0,66,0,3,0,4,0,1,25,0,59.96,179,62
17410000,2026-01-18T10:50:10.604430,1648039,175532,1082792,441001,954814,0.4319119898234988,0.15442982,0.3274722295865105,1755.32,9072.6,10827.92,2794.61,13685.78,16480.39,1039.29,3370.72,4410.01,0.4319119898234988,154429.82,0.0015442982,9548.14,21249.79,0.0,0.3274722295865105,175532,907260,1082792,441001,15442982,0,1,74,1,1,0,3,0,4,16,0,30.04,180,42
17420000,2026-01-18T10:50:10.987157,1648997,175637,1083423,441254,955354,0.43190108592585047,0.154518,0.3275347798024456,1756.37,9077.86,10834.23,2796.31,13693.66,16489.97,1039.93,3372.61,4412.54,0.43190108592585047,154518.0,0.00154518,9553.54,21261.91,0.0,0.3275347798024456,175637,907786,1083423,441254,15451800,0,0,74,0,4,0,5,0,3,14,0,65.37,128,72
17430000,2026-01-18T10:50:11.369847,1649945,175742,1084051,441508,955897,0.43189843430357555,0.15460751,0.32759827911621303,1757.42,9083.09,10840.51,2797.89,13701.56,16499.45,1040.47,3374.61,4415.08,0.43189843430357555,154607.51,0.0015460751,9558.97,21274.01,0.0,0.32759827911621303,175742,908309,1084051,441508,15460751,0,3,71,0,2,0,6,1,4,13,0,46.56,123,54
17440000,2026-01-18T10:50:11.753986,1650918,175847,1084704,441758,956438,0.4318800679958448,0.1546961,0.32765853824696073,1758.47,9088.57,10847.04,2799.65,13709.53,16509.18,1041.17,3376.41,4417.58,0.4318800679958448,154696.1,0.0015469610000000001,9564.38,21286.31,0.0,0.32765853824696073,175847,908857,1084704,441758,15469610,0,2,80,0,6,0,6,0,3,3,0,71.64,170,86
17450000,2026-01-18T10:50:12.136846,1651893,175948,1085338,442017,957008,0.43186762549122193,0.15478349,0.32772509804162014,1759.48,9093.9,10853.38,2801.24,13717.69,16518.93,1041.76,3378.41,4420.17,0.43186762549122193,154783.49,0.0015478349,9570.08,21298.96,0.0,0.32772509804162014,175948,909390,1085338,442017,15478349,0,3,71,0,6,0,10,0,3,7,0,123.73,178,79
17460000,2026-01-18T10:50:12.519646,1652845,176049,1085962,442277,957569,0.43187383705529653,0.15487084,0.32779603118747686,1760.49,9099.13,10859.62,2802.88,13725.57,16528.45,1042.38,3380.39,4422.77,0.43187383705529653,154870.84,0.0015487084000000001,9575.69,21311.33,0.0,0.32779603118747686,176049,909913,1085962,442277,15487084,0,0,70,0,3,0,4,0,3,20,0,67.63,153,76
17470000,2026-01-18T10:50:12.900908,1653763,176148,1086556,442526,958102,0.4318835580280396,0.15495986,0.32786467330161334,1761.48,9104.08,10865.56,2804.38,13733.25,16537.63,1042.9,3382.36,4425.26,0.4318835580280396,154959.86,0.0015495986000000001,9581.02,21323.32,0.0,0.32786467330161334,176148,910408,1086556,442526,15495986,0,1,73,0,3,0,7,0,6,10,0,50.34,176,80
17480000,2026-01-18T10:50:13.284168,1654717,176252,1087187,442776,958642,0.4318797406392234,0.15504825,0.327934413143955,1762.52,9109.35,10871.87,2806.09,13741.08,16547.17,1043.57,3384.19,4427.76,0.4318797406392234,155048.25,0.0015504825,9586.42,21335.33,0.0,0.327934413143955,176252,910935,1087187,442776,15504825,0,0,79,0,5,1,7,0,3,5,0,110.16,175,76
17490000,2026-01-18T10:50:13.668289,1655686,176352,1087825,443023,959209,0.4318674995670198,0.15513454,0.32799695605428625,1763.52,9114.73,10878.25,2807.7,13749.16,16556.86,1044.18,3386.05,4430.23,0.4318674995670198,155134.54,0.0015513454,9592.09,21347.97,0.0,0.32799695605428625,176352,911473,1087825,443023,15513454,0,0,77,0,6,0,8,0,3,6,0,102.58,173,70
17500000,2026-01-18T10:50:14.050837,1656619,176455,1088431,443279,959755,0.43187878393635243,0.15522398,0.3280650526914044,1764.55,9119.76,10884.31,2809.28,13756.91,16566.19,1044.73,3388.06,4432.79,0.43187878393635243,155223.98,0.0015522398,9597.55,21360.11,0.0,0.3280650526914044,176455,911976,1088431,443279,15522398,0,1,73,1,2,0,3,0,3,17,0,72.39,180,75
17510000,2026-01-18T10:50:14.435952,1657639,176563,1089118,443542,960323,0.43186570748568104,0.1553113,0.32812645464548335,1765.63,9125.55,10891.18,2811.16,13765.23,16576.39,1045.52,3389.9,4435.42,0.43186570748568104,155311.3,0.001553113,9603.23,21372.92,0.0,0.32812645464548335,176563,912555,1089118,443542,15531130,0,0,74,0,5,0,5,0,3,13,0,71.59,138,71
17520000,2026-01-18T10:50:14.816950,1658568,176665,1089729,443803,960864,0.4318759295831482,0.15540135,0.32820093876164763,1766.65,9130.64,10897.29,2812.68,13773.0,16585.68,1046.02,3392.01,4438.03,0.4318759295831482,155401.35,0.0015540134999999999,9608.64,21384.99,0.0,0.32820093876164763,176665,913064,1089729,443803,15540135,0,0,77,0,1,0,6,0,5,11,0,52.05,120,70
17530000,2026-01-18T10:50:15.199095,1659510,176762,1090338,444065,961425,0.4318996755979637,0.1554903,0.3282829732222309,1767.62,9135.76,10903.38,2814.23,13780.87,16595.1,1046.61,3394.04,4440.65,0.4318996755979637,155490.3,0.001554903,9614.25,21397.31,0.0,0.3282829732222309,176762,913576,1090338,444065,15549030,0,0,70,1,2,0,4,0,3,20,0,88.03,181,71
17540000,2026-01-18T10:50:15.582451,1660411,176861,1090934,444308,961944,0.43189671995306717,0.15557956,0.3283434849423758,1768.61,9140.73,10909.34,2815.67,13788.44,16604.11,1047.06,3396.02,4443.08,0.43189671995306717,155579.56,0.0015557956,9619.44,21409.03,0.0,0.3283434849423758,176861,914073,1090934,444308,15557956,0,0,75,0,8,0,7,0,2,8,0,84.51,179,71
17550000,2026-01-18T10:50:15.966852,1661352,176965,1091559,444564,962487,0.4318984452534272,0.15566948,0.3284092371490659,1769.65,9145.94,10915.59,2817.28,13796.24,16613.52,1047.62,3398.02,4445.64,0.4318984452534272,155669.48,0.0015566948,9624.87,21421.08,0.0,0.3284092371490659,176965,914594,1091559,444564,15566948,1,0,73,0,2,0,4,0,4,16,0,45.08,173,69
17560000,2026-01-18T10:50:16.349245,1662315,177065,1092194,444825,963052,0.43190611253382594,0.15575744,0.32847835394572783,1770.65,9151.29,10921.94,2818.84,13804.31,16623.15,1048.19,3400.06,4448.25,0.43190611253382594,155757.44,0.0015575744,9630.52,21433.57,0.0,0.32847835394572783,177065,915129,1092194,444825,15575744,0,2,70,0,2,0,7,0,6,13,0,76.02,179,69
17570000,2026-01-18T10:50:16.730309,1663260,177169,1092818,445089,963596,0.43191656026121383,0.15584725,0.32855066264945165,1771.69,9156.49,10928.18,2820.51,13812.09,16632.6,1048.81,3402.08,4450.89,0.43191656026121383,155847.25,0.0015584725,9635.96,21445.71,0.0,0.32855066264945165,177169,915649,1092818,445089,15584725,0,1,75,0,1,0,7,0,3,13,0,65.57,131,80
17580000,2026-01-18T10:50:17.115730,1664225,177275,1093451,445351,964133,0.4319095556908469,0.1559366,0.3286157938209845,1772.75,9161.76,10934.51,2822.24,13820.01,16642.25,1049.49,3404.02,4453.51,0.4319095556908469,155936.6,0.0015593660000000002,9641.33,21457.68,0.0,0.3286157938209845,177275,916176,1093451,445351,15593660,0,2,67,0,5,0,9,0,6,11,0,107.92,177,77
17590000,2026-01-18T10:50:17.497030,1665177,177375,1094080,445608,964700,0.4319053613270005,0.15602525,0.32868309447982313,1773.75,9167.05,10940.8,2823.79,13827.98,16651.77,1050.03,3406.05,4456.08,0.4319053613270005,156025.25,0.0015602525,9647.0,21470.23,0.0,0.32868309447982313,177375,916705,1094080,445608,15602525,0,1,73,0,6,0,5,0,3,12,0,112.68,169,88
17600000,2026-01-18T10:50:17.876888,1666080,177474,1094665,445864,965229,0.43192218876251,0.15611424,0.32875919182775204,1774.74,9171.91,10946.65,2825.32,13835.48,16660.8,1050.57,3408.07,4458.64,0.43192218876251,156114.24,0.0015611423999999999,9652.29,21481.88,0.0,0.32875919182775204,177474,917191,1094665,445864,15611424,0,0,70,0,4,0,5,0,3,18,0,45.17,103,68
17610000,2026-01-18T10:50:18.260366,1667039,177576,1095291,446128,965790,0.4319242801380143,0.15620376,0.3288307014951803,1775.76,9177.15,10952.91,2826.89,13843.5,16670.39,1051.12,3410.16,4461.28,0.4319242801380143,156203.76,0.0015620376,9657.9,21494.32,0.0,0.3288307014951803,177576,917715,1095291,446128,15620376,0,0,70,0,2,0,11,0,5,12,0,66.76,132,75
17620000,2026-01-18T10:50:18.647477,1668017,177676,1095939,446385,966373,0.4319098193809437,0.15629118,0.32889229580431784,1776.76,9182.63,10959.39,2828.56,13851.61,16680.17,1051.79,3412.06,4463.85,0.4319098193809437,156291.18,0.0015629118,9663.73,21507.09,0.0,0.32889229580431784,177676,918263,1095939,446385,15629118,0,0,71,0,2,0,3,0,3,21,0,39.46,94,58
17630000,2026-01-18T10:50:19.029865,1668991,177774,1096566,446631,966950,0.4319057575047707,0.15637764,0.3289592120288512,1777.74,9187.92,10965.66,2830.18,13859.73,16689.91,1052.43,3413.88,4466.31,0.4319057575047707,156377.64,0.0015637764000000001,9669.5,21519.91,0.0,0.3289592120288512,177774,918792,1096566,446631,15637764,0,2,75,0,0,0,6,0,5,12,0,50.19,132,71
17640000,2026-01-18T10:50:19.418201,1669929,177879,1097192,446870,967470,0.43188788536786127,0.15646629,0.329016557472899,1778.79,9193.13,10971.92,2831.88,13867.41,16699.29,1053.08,3415.62,4468.7,0.43188788536786127,156466.29,0.0015646629000000002,9674.7,21531.66,0.0,0.329016557472899,177879,919313,1097192,446870,15646629,0,0,77,0,0,0,5,0,3,15,0,28.31,126,62
17650000,2026-01-18T10:50:19.800152,1670894,177982,1097822,447130,968032,0.4318900188630605,0.15655529,0.32908406856484973,1779.82,9198.4,10978.22,2833.47,13875.47,16708.94,1053.65,3417.65,4471.3,0.4318900188630605,156555.29,0.0015655529,9680.32,21544.05,0.0,0.32908406856484973,177982,919840,1097822,447130,15655529,0,3,69,0,3,0,1,0,3,21,0,57.71,178,65
17660000,2026-01-18T10:50:20.181998,1671850,178083,1098457,447390,968574,0.4319036957388519,0.15664514,0.32916396400023457,1780.83,9203.74,10984.57,2835.19,13883.31,16718.5,1054.35,3419.55,4473.9,0.4319036957388519,156645.14,0.0015664513999999999,9685.74,21556.23,0.0,0.32916396400023457,178083,920374,1098457,447390,15664514,0,0,69,0,4,0,8,0,5,14,0,109.76,168,87
17670000,2026-01-18T10:50:20.570429,1672769,178183,1099061,447631,969100,0.43189114616992713,0.15673365,0.3292223410394102,1781.83,9208.78,10990.61,2836.73,13890.96,16727.69,1054.9,3421.41,4476.31,0.43189114616992713,156733.65,0.0015673365,9691.0,21567.98,0.0,0.3292223410394102,178183,920878,1099061,447631,15673365,0,2,66,0,3,0,10,0,4,15,0,54.27,119,80
17680000,2026-01-18T10:50:20.956963,1673717,178283,1099687,447880,969634,0.4318816860133356,0.15682107,0.3292873601968536,1782.83,9214.04,10996.87,2838.45,13898.72,16737.17,1055.61,3423.19,4478.8,0.4318816860133356,156821.07,0.0015682107,9696.34,21579.92,0.0,0.3292873601968536,178283,921404,1099687,447880,15682107,0,4,68,0,5,0,10,0,8,5,0,108.22,170,91
17690000,2026-01-18T10:50:21.338967,1674666,178381,1100311,448125,970197,0.43186434783946814,0.15690918,0.32934445833711967,1783.81,9219.3,11003.11,2840.05,13906.61,16746.66,1056.23,3425.02,4481.25,0.43186434783946814,156909.18,0.0015690918000000002,9701.97,21592.47,0.0,0.32934445833711967,178381,921930,1100311,448125,15690918,0,0,78,0,0,0,6,0,7,9,0,56.16,147,67
17700000,2026-01-18T10:50:21.722114,1675631,178482,1100943,448379,970762,0.4318704909514303,0.15699643,0.3294205676739099,1784.82,9224.61,11009.43,2841.62,13914.69,16756.31,1056.79,3427.0,4483.79,0.4318704909514303,156996.43,0.0015699643,9707.62,21605.02,0.0,0.3294205676739099,178482,922461,1100943,448379,15699643,0,0,74,0,5,0,6,0,4,11,0,65.02,148,50
17710000,2026-01-18T10:50:22.106035,1676624,178593,1101599,448651,971321,0.43187417241791226,0.15708503,0.32949744049334095,1785.93,9230.06,11015.99,2843.35,13922.89,16766.24,1057.41,3429.1,4486.51,0.43187417241791226,157085.03,0.0015708502999999998,9713.21,21617.51,0.0,0.32949744049334095,178593,923006,1101599,448651,15708503,0,2,68,0,4,0,9,0,5,12,0,81.91,139,85
17720000,2026-01-18T10:50:22.489035,1677599,178703,1102244,448909,971878,0.43187533202328765,0.1571736,0.3295708753638795,1787.03,9235.41,11022.44,2845.04,13930.95,16775.99,1058.0,3431.09,4489.09,0.43187533202328765,157173.6,0.001571736,9718.78,21629.97,0.0,0.3295708753638795,178703,923541,1102244,448909,15717360,0,1,77,0,1,0,7,0,3,11,0,38.66,152,54
17730000,2026-01-18T10:50:22.872435,1678563,178809,1102894,449164,972409,0.4318660690890368,0.15726331,0.3296395002295867,1788.09,9240.85,11028.94,2846.74,13938.89,16785.63,1058.64,3433.0,4491.64,0.4318660690890368,157263.31,0.0015726331,9724.09,21641.96,0.0,0.3296395002295867,178809,924085,1102894,449164,15726331,0,0,72,0,8,0,9,0,7,4,0,99.71,164,87
17740000,2026-01-18T10:50:23.252873,1679498,178907,1103497,449416,972966,0.4318759104557731,0.15735083,0.3297100952730332,1789.07,9245.9,11034.97,2848.35,13946.63,16794.98,1059.27,3434.89,4494.16,0.4318759104557731,157350.83,0.0015735083,9729.66,21654.11,0.0,0.3297100952730332,178907,924590,1103497,449416,15735083,0,2,69,0,3,0,7,0,7,12,0,61.51,119,74
17750000,2026-01-18T10:50:23.634943,1680446,179008,1104124,449671,973513,0.43187772433771876,0.15744008,0.3297844481112253,1790.08,9251.16,11041.24,2850.02,13954.44,16804.46,1059.93,3436.78,4496.71,0.43187772433771876,157440.08,0.0015744008000000002,9735.13,21666.32,0.0,0.3297844481112253,179008,925116,1104124,449671,15744008,0,1,73,0,5,0,7,0,3,11,0,53.92,110,70
17760000,2026-01-18T10:50:24.016073,1681393,179105,1104737,449927,974069,0.4318811033041261,0.15752884,0.3298561747476682,1791.05,9256.32,11047.37,2851.72,13962.21,16813.93,1060.66,3438.61,4499.27,0.4318811033041261,157528.84,0.0015752884000000001,9740.69,21678.5,0.0,0.3298561747476682,179105,925632,1104737,449927,15752884,0,1,69,0,2,0,5,0,4,19,0,49.88,140,49
17770000,2026-01-18T10:50:24.397701,1682344,179207,1105355,450186,974622,0.43189353714085166,0.15761767,0.32993017036921735,1792.07,9261.48,11053.55,2853.34,13970.1,16823.44,1061.27,3440.59,4501.86,0.43189353714085166,157617.67,0.0015761767,9746.22,21690.82,0.0,0.32993017036921735,179207,926148,1105355,450186,15761767,0,2,75,1,1,0,6,0,3,12,0,65.07,181,71
17780000,2026-01-18T10:50:24.783812,1683312,179313,1105986,450442,975181,0.431896131333532,0.15770566,0.3299999514209139,1793.13,9266.73,11059.86,2854.94,13978.18,16833.12,1061.8,3442.62,4504.42,0.431896131333532,157705.66,0.0015770566,9751.81,21703.33,0.0,0.3299999514209139,179313,926673,1105986,450442,15770566,0,1,72,0,4,0,4,0,3,16,0,70.87,158,64
17790000,2026-01-18T10:50:25.166816,1684272,179419,1106626,450699,975723,0.43190327682329704,0.15779585,0.33007319410291275,1794.19,9272.07,11066.26,2856.63,13986.09,16842.72,1062.44,3444.55,4506.99,0.43190327682329704,157795.85,0.0015779585,9757.23,21715.5,0.0,0.33007319410291275,179419,927207,1106626,450699,15779585,0,0,78,1,4,0,3,0,3,11,0,103.56,180,69
17800000,2026-01-18T10:50:25.547129,1685202,179518,1107233,450954,976267,0.4319072166800813,0.15788496,0.33014144356765057,1795.18,9277.15,11072.33,2858.19,13993.83,16852.02,1063.01,3446.53,4509.54,0.4319072166800813,157884.96,0.0015788496,9762.67,21727.47,0.0,0.33014144356765057,179518,927715,1107233,450954,15788496,1,2,70,0,2,0,3,0,4,18,0,41.17,122,46
17810000,2026-01-18T10:50:25.930365,1686150,179614,1107861,451210,976823,0.4318967175697417,0.15797327,0.33020965949519776,1796.14,9282.47,11078.61,2859.84,14001.66,16861.5,1063.69,3448.41,4512.1,0.4318967175697417,157973.27,0.0015797327,9768.23,21739.85,0.0,0.33020965949519776,179614,928247,1107861,451210,15797327,0,2,75,0,1,0,6,0,3,13,0,37.46,137,47
17820000,2026-01-18T10:50:26.313129,1687104,179711,1108489,451469,977394,0.43189444900214885,0.15806081,0.3302801239400541,1797.11,9287.78,11084.89,2861.4,14009.64,16871.04,1064.28,3450.41,4514.69,0.43189444900214885,158060.81,0.0015806080999999999,9773.94,21752.43,0.0,0.3302801239400541,179711,928778,1108489,451469,15806081,0,2,75,0,3,0,4,0,3,13,0,50.37,114,64
17830000,2026-01-18T10:50:26.697961,1688105,179813,1109159,451729,977963,0.4318877064315543,0.15814912,0.3303542740125273,1798.13,9293.46,11091.59,2863.04,14018.01,16881.05,1064.91,3452.38,4517.29,0.4318877064315543,158149.12,0.0015814912,9779.63,21765.24,0.0,0.3303542740125273,179813,929346,1109159,451729,15814912,0,0,73,0,11,0,9,0,2,5,0,116.55,175,87
17840000,2026-01-18T10:50:27.082233,1689037,179909,1109772,451973,978520,0.4318866428162325,0.15823571,0.33042479288001986,1799.09,9298.63,11097.72,2864.58,14025.79,16890.37,1065.49,3454.24,4519.73,0.4318866428162325,158235.71,0.0015823571,9785.2,21777.49,0.0,0.33042479288001986,179909,929863,1109772,451973,15823571,0,0,76,1,5,0,6,0,2,10,0,82.38,181,80
17850000,2026-01-18T10:50:27.465941,1690006,180017,1110420,452229,979053,0.43186729792943956,0.15832501,0.33049204815073635,1800.17,9304.03,11104.2,2866.38,14033.68,16900.06,1066.2,3456.09,4522.29,0.43186729792943956,158325.01,0.0015832500999999998,9790.53,21789.45,0.0,0.33049204815073635,180017,930403,1110420,452229,15832501,0,2,72,0,3,0,6,0,6,11,0,96.74,164,84
17860000,2026-01-18T10:50:27.849561,1690975,180122,1111060,452478,979611,0.43185367777764205,0.15841209,0.3305597791432804,1801.22,9309.38,11110.6,2868.05,14041.7,16909.75,1066.82,3457.96,4524.78,0.43185367777764205,158412.09,0.0015841209000000001,9796.11,21801.91,0.0,0.3305597791432804,180122,930938,1111060,452478,15841209,0,3,73,0,0,0,4,0,4,16,0,36.29,131,56
17870000,2026-01-18T10:50:28.235841,1691923,180220,1111674,452736,980164,0.43185547308994593,0.15850081,0.33063165129556327,1802.2,9314.54,11116.74,2869.67,14049.56,16919.23,1067.46,3459.9,4527.36,0.43185547308994593,158500.81,0.0015850081,9801.64,21814.18,0.0,0.33063165129556327,180220,931454,1111674,452736,15850081,0,1,73,0,2,0,5,0,6,13,0,102.72,169,71
17880000,2026-01-18T10:50:28.621732,1692870,180320,1112311,452983,980718,0.4318470047645,0.15858768,0.3307017125235423,1803.2,9319.91,11123.11,2871.25,14057.45,16928.7,1068.05,3461.78,4529.83,0.4318470047645,158587.68,0.0015858768,9807.18,21826.53,0.0,0.3307017125235423,180320,931991,1112311,452983,15858768,0,1,70,0,4,0,4,0,3,18,0,86.19,178,59
17890000,2026-01-18T10:50:29.006120,1693863,180419,1112964,453245,981291,0.4318382804680237,0.15867479,0.330771487247682,1804.19,9325.45,11129.64,2873.02,14065.61,16938.63,1068.83,3463.62,4532.45,0.4318382804680237,158674.79,0.0015867479000000002,9812.91,21839.38,0.0,0.330771487247682,180419,932545,1112964,453245,15867479,0,0,76,0,6,0,6,0,5,7,0,119.51,179,82
17900000,2026-01-18T10:50:29.387818,1694747,180520,1113533,453496,981799,0.4318655009268493,0.1587648,0.3308470262890518,1805.2,9330.13,11135.33,2874.56,14072.91,16947.47,1069.35,3465.61,4534.96,0.4318655009268493,158764.8,0.001587648,9817.99,21850.59,0.0,0.3308470262890518,180520,933013,1113533,453496,15876480,0,2,72,0,3,0,6,0,5,12,0,60.92,141,70
17910000,2026-01-18T10:50:29.771554,1695675,180619,1114128,453751,982354,0.4318756621488597,0.15885298,0.3309204352879437,1806.19,9335.09,11141.28,2876.08,14080.67,16956.75,1069.88,3467.63,4537.51,0.4318756621488597,158852.98,0.0015885298,9823.54,21862.75,0.0,0.3309204352879437,180619,933509,1114128,453751,15885298,0,1,69,0,3,0,5,0,4,18,0,72.08,132,76
